Student,Vak,Activiteit,Zaal,Dag,Tijdslot
Gradus Dams,Compilerbouw,h2,C0.110,di,11
Pim Machielsen,Kansrekenen 2,h2,C0.110,ma,13
Pim Machielsen,Kansrekenen 2,h1,C0.110,ma,11
Romaisa Oostvogels,Bioinformatica,w2,A1.06,di,13
Romaisa Oostvogels,Bioinformatica,h2,B0.201,ma,11
Romaisa Oostvogels,Kansrekenen 2,h1,C0.110,ma,11
Romaisa Oostvogels,Bioinformatica,h3,B0.201,ma,13
Romaisa Oostvogels,Kansrekenen 2,h2,C0.110,ma,13
Romaisa Oostvogels,Bioinformatica,h1,B0.201,ma,9
Romaisa Oostvogels,Heuristieken 2,w2,B0.201,vr,11
Romaisa Oostvogels,Bioinformatica,p3,A1.06,wo,13
Romaisa Oostvogels,Project Numerical Recipes,p3,A1.08,do,9
Romaisa Oostvogels,Heuristieken 2,h1,A1.04,vr,11
Anjana Bloemsma,Compilerbouw practicum,p1,A1.08,ma,9
Linne de Zoete,Kansrekenen 2,h2,C0.110,ma,13
Linne de Zoete,Kansrekenen 2,h1,C0.110,ma,11
Umar Grift,Autonomous Agents 2,w3,C1.112,wo,11
Umar Grift,Programmeren in Java 2,p6,A1.10,vr,15
Umar Grift,Autonomous Agents 2,h2,B0.201,do,13
Umar Grift,Autonomous Agents 2,h1,B0.201,do,11
Umar Grift,Autonomous Agents 2,p2,C1.112,wo,15
Nadien Volman,Technology for games,h2,A1.04,vr,9
Nadien Volman,Technology for games,h1,A1.04,do,15
Nadien Volman,Technology for games,w2,C1.112,di,9
Nadien Volman,Compilerbouw,h1,C0.110,di,9
Nadien Volman,Compilerbouw,p1,A1.04,di,11
Nadien Volman,Compilerbouw,h2,C0.110,di,11
Nadien Volman,Compilerbouw,w2,A1.04,di,9
Jersey van Ravesteijn,Interactie-ontwerp,h1,B0.201,wo,15
Jersey van Ravesteijn,Interactie-ontwerp,h2,B0.201,do,9
Josef van der Wiel,Analysemethoden en -technieken,h1,A1.10,di,11
Josef van der Wiel,Netwerken en systeembeveiliging,p4,A1.10,do,11
Josef van der Wiel,Project Genetic Algorithms,p2,A1.08,wo,9
Josef van der Wiel,Heuristieken 2,w1,A1.06,vr,15
Josef van der Wiel,Heuristieken 2,h1,A1.04,vr,11
Miquel Metzelaar,Collectieve Intelligentie,h1,C0.110,di,13
Miquel Metzelaar,Calculus 2,h1,C0.110,ma,9
Miquel Metzelaar,Calculus 2,w2,A1.04,ma,11
Miquel Metzelaar,Collectieve Intelligentie,p1,A1.06,do,15
Miquel Metzelaar,Collectieve Intelligentie,w3,A1.06,do,11
Miquel Metzelaar,Programmeren in Java 2,p3,A1.10,vr,9
Miquel Metzelaar,Collectieve Intelligentie,h3,C0.110,di,17
Miquel Metzelaar,Collectieve Intelligentie,h2,C0.110,di,15
Marise Zonneveld,Data Mining,h1,A1.04,vr,13
Marise Zonneveld,Data Mining,w1,C1.112,do,11
Marise Zonneveld,Data Mining,p3,C1.112,vr,13
Marise Zonneveld,Data Mining,h2,A1.04,vr,15
Julot van Teeffelen,Bioinformatica,p2,A1.06,wo,11
Julot van Teeffelen,Bioinformatica,h2,B0.201,ma,11
Julot van Teeffelen,Bioinformatica,h3,B0.201,ma,13
Julot van Teeffelen,Bioinformatica,h1,B0.201,ma,9
Julot van Teeffelen,Bioinformatica,w1,A1.06,di,11
Julot van Teeffelen,Algoritmen en complexiteit,p2,B0.201,wo,9
Julot van Teeffelen,Algoritmen en complexiteit,h1,B0.201,di,9
Julot van Teeffelen,Zoeken sturen en bewegen,p3,A1.08,do,15
Julot van Teeffelen,Algoritmen en complexiteit,w2,B0.201,di,13
Solane Paulissen,Collectieve Intelligentie,h1,C0.110,di,13
Solane Paulissen,Collectieve Intelligentie,w1,A1.06,wo,15
Solane Paulissen,Algoritmen en complexiteit,w1,B0.201,di,11
Solane Paulissen,Collectieve Intelligentie,p3,A1.06,vr,11
Solane Paulissen,Algoritmen en complexiteit,p2,B0.201,wo,9
Solane Paulissen,Algoritmen en complexiteit,h1,B0.201,di,9
Solane Paulissen,Compilerbouw practicum,p3,A1.08,ma,13
Solane Paulissen,Collectieve Intelligentie,h3,C0.110,di,17
Solane Paulissen,Collectieve Intelligentie,h2,C0.110,di,15
Marck Soekhai,Reflectie op de digitale cultuur,h2,A1.10,di,9
Marck Soekhai,Reflectie op de digitale cultuur,w1,C1.112,ma,9
Marck Soekhai,Webprogrammeren en databases,p2,C1.112,wo,9
Marck Soekhai,Webprogrammeren en databases,w1,C1.112,di,11
Marck Soekhai,Webprogrammeren en databases,h2,A1.04,do,13
Marck Soekhai,Webprogrammeren en databases,h1,A1.04,do,11
Marck Soekhai,Netwerken en systeembeveiliging,p2,A1.10,wo,15
Marck Soekhai,Reflectie op de digitale cultuur,h1,A1.10,ma,15
Jarik Regeling,Netwerken en systeembeveiliging,p4,A1.10,do,11
Jarik Regeling,Heuristieken 1,w1,B0.201,wo,11
Jarik Regeling,Heuristieken 1,h1,B0.201,ma,15
Samyra Çetin,Bioinformatica,w2,A1.06,di,13
Samyra Çetin,Reflectie op de digitale cultuur,h2,A1.10,di,9
Samyra Çetin,Bioinformatica,h2,B0.201,ma,11
Samyra Çetin,Bioinformatica,h3,B0.201,ma,13
Samyra Çetin,Bioinformatica,h1,B0.201,ma,9
Samyra Çetin,Bioinformatica,p1,A1.06,wo,9
Samyra Çetin,Programmeren in Java 2,p5,A1.10,vr,13
Samyra Çetin,Reflectie op de digitale cultuur,w3,C1.112,ma,13
Samyra Çetin,Reflectie op de digitale cultuur,h1,A1.10,ma,15
Danique Knibbe,Autonomous Agents 2,w1,A1.08,vr,13
Danique Knibbe,Lineaire Algebra,h1,A1.10,ma,9
Danique Knibbe,Calculus 2,h1,C0.110,ma,9
Danique Knibbe,Analysemethoden en -technieken,h1,A1.10,di,11
Danique Knibbe,Autonomous Agents 2,h2,B0.201,do,13
Danique Knibbe,Calculus 2,w3,A1.04,ma,13
Danique Knibbe,Autonomous Agents 2,h1,B0.201,do,11
Danique Knibbe,Heuristieken 2,w1,A1.06,vr,15
Danique Knibbe,Lineaire Algebra,h2,A1.10,ma,11
Danique Knibbe,Autonomous Agents 2,p1,C1.112,wo,13
Danique Knibbe,Heuristieken 2,h1,A1.04,vr,11
Geerte van der Meij,Collectieve Intelligentie,h1,C0.110,di,13
Geerte van der Meij,Compilerbouw,p2,A1.04,di,13
Geerte van der Meij,Software engineering,p1,A1.04,wo,15
Geerte van der Meij,Project Numerical Recipes,p1,A1.08,wo,13
Geerte van der Meij,Software engineering,w1,A1.04,wo,11
Geerte van der Meij,Collectieve Intelligentie,p3,A1.06,vr,11
Geerte van der Meij,Compilerbouw,w1,A1.04,ma,15
Geerte van der Meij,Software engineering,h1,C0.110,ma,15
Geerte van der Meij,Collectieve Intelligentie,w3,A1.06,do,11
Geerte van der Meij,Compilerbouw,h1,C0.110,di,9
Geerte van der Meij,Compilerbouw,h2,C0.110,di,11
Geerte van der Meij,Collectieve Intelligentie,h3,C0.110,di,17
Geerte van der Meij,Collectieve Intelligentie,h2,C0.110,di,15
Caressa van Roemburg,Programmeren in Java 2,p1,A1.10,do,13
Rachell Smallegange,Software engineering,p2,A1.04,do,9
Rachell Smallegange,Software engineering,w2,A1.04,wo,13
Rachell Smallegange,Software engineering,h1,C0.110,ma,15
Christal Hoogerbrugge,Software engineering,w1,A1.04,wo,11
Christal Hoogerbrugge,Webprogrammeren en databases,w1,C1.112,di,11
Christal Hoogerbrugge,Software engineering,p2,A1.04,do,9
Christal Hoogerbrugge,Architectuur en computerorganisatie,h1,A1.06,ma,9
Christal Hoogerbrugge,Webprogrammeren en databases,h2,A1.04,do,13
Christal Hoogerbrugge,Webprogrammeren en databases,p1,C1.112,di,15
Christal Hoogerbrugge,Webprogrammeren en databases,h1,A1.04,do,11
Christal Hoogerbrugge,Architectuur en computerorganisatie,h2,A1.06,ma,11
Christal Hoogerbrugge,Software engineering,h1,C0.110,ma,15
Eveline Kops,Compilerbouw practicum,p3,A1.08,ma,13
Remon Kost,Calculus 2,h1,C0.110,ma,9
Remon Kost,Data Mining,p1,A1.08,vr,9
Remon Kost,Calculus 2,w3,A1.04,ma,13
Remon Kost,Data Mining,w2,C1.112,do,13
Remon Kost,Data Mining,h2,A1.04,vr,15
Remon Kost,Data Mining,h1,A1.04,vr,13
Keshia Westgeest,Calculus 2,w1,A1.04,ma,9
Keshia Westgeest,Calculus 2,h1,C0.110,ma,9
Aidan van Iwaarden,Programmeren in Java 2,p6,A1.10,vr,15
Aidan van Iwaarden,Compilerbouw,w1,A1.04,ma,15
Aidan van Iwaarden,Compilerbouw,h1,C0.110,di,9
Aidan van Iwaarden,Compilerbouw,p1,A1.04,di,11
Aidan van Iwaarden,Compilerbouw,h2,C0.110,di,11
Rafaela Polfliet,Calculus 2,h1,C0.110,ma,9
Rafaela Polfliet,Advanced Heuristics,p1,C1.112,vr,9
Rafaela Polfliet,Advanced Heuristics,h1,A1.06,di,9
Rafaela Polfliet,Calculus 2,w1,A1.04,ma,9
Rafaela Polfliet,Netwerken en systeembeveiliging,p2,A1.10,wo,15
Rafaela Polfliet,Compilerbouw practicum,p3,A1.08,ma,13
Stephano Popma,Databases 2,w1,A1.04,di,15
Stephano Popma,Compilerbouw,p2,A1.04,di,13
Stephano Popma,Databases 2,h1,C0.110,ma,17
Stephano Popma,Architectuur en computerorganisatie,h1,A1.06,ma,9
Stephano Popma,Compilerbouw,w1,A1.04,ma,15
Stephano Popma,Compilerbouw,h1,C0.110,di,9
Stephano Popma,Architectuur en computerorganisatie,h2,A1.06,ma,11
Stephano Popma,Compilerbouw,h2,C0.110,di,11
Yun van der Vleuten,Informatie- en organisatieontwerp,p1,A1.08,di,11
Yun van der Vleuten,Informatie- en organisatieontwerp,h1,A1.06,ma,13
Yun van der Vleuten,Informatie- en organisatieontwerp,w1,A1.08,ma,15
Yun van der Vleuten,Informatie- en organisatieontwerp,h2,A1.06,ma,15
Aart Pothuizen,Compilerbouw,p2,A1.04,di,13
Aart Pothuizen,Software engineering,p1,A1.04,wo,15
Aart Pothuizen,Reflectie op de digitale cultuur,h2,A1.10,di,9
Aart Pothuizen,Software engineering,w1,A1.04,wo,11
Aart Pothuizen,Reflectie op de digitale cultuur,w2,C1.112,ma,11
Aart Pothuizen,Project Genetic Algorithms,p1,B0.201,vr,13
Aart Pothuizen,Compilerbouw,h1,C0.110,di,9
Aart Pothuizen,Compilerbouw,h2,C0.110,di,11
Aart Pothuizen,Reflectie op de digitale cultuur,h1,A1.10,ma,15
Aart Pothuizen,Software engineering,h1,C0.110,ma,15
Aart Pothuizen,Compilerbouw,w2,A1.04,di,9
Richenel Giesen,Analysemethoden en -technieken,h1,A1.10,di,11
Hazel van Wensen,Heuristieken 2,w1,A1.06,vr,15
Hazel van Wensen,Heuristieken 2,h1,A1.04,vr,11
Amadou Boekema,Interactie-ontwerp,h1,B0.201,wo,15
Amadou Boekema,Compilerbouw,p2,A1.04,di,13
Amadou Boekema,Kansrekenen 2,h1,C0.110,ma,11
Amadou Boekema,Kansrekenen 2,h2,C0.110,ma,13
Amadou Boekema,Compilerbouw,w1,A1.04,ma,15
Amadou Boekema,Interactie-ontwerp,h2,B0.201,do,9
Amadou Boekema,Compilerbouw,h1,C0.110,di,9
Amadou Boekema,Compilerbouw,h2,C0.110,di,11
Abdul van der Meeren,Bioinformatica,w2,A1.06,di,13
Abdul van der Meeren,Calculus 2,h1,C0.110,ma,9
Abdul van der Meeren,Moderne Databases,w1,A1.08,di,15
Abdul van der Meeren,Bioinformatica,h2,B0.201,ma,11
Abdul van der Meeren,Bioinformatica,h3,B0.201,ma,13
Abdul van der Meeren,Moderne Databases,h1,A1.10,ma,13
Abdul van der Meeren,Programmeren in Java 2,p4,A1.10,vr,11
Abdul van der Meeren,Bioinformatica,h1,B0.201,ma,9
Abdul van der Meeren,Bioinformatica,p1,A1.06,wo,9
Abdul van der Meeren,Calculus 2,w1,A1.04,ma,9
Abdul van der Meeren,Moderne Databases,p1,A1.10,di,15
Hanne Brans,Reflectie op de digitale cultuur,h2,A1.10,di,9
Hanne Brans,Analysemethoden en -technieken,h1,A1.10,di,11
Hanne Brans,Technology for games,h2,A1.04,vr,9
Hanne Brans,Technology for games,h1,A1.04,do,15
Hanne Brans,Technology for games,w1,C1.112,ma,15
Hanne Brans,Reflectie op de digitale cultuur,w2,C1.112,ma,11
Hanne Brans,Reflectie op de digitale cultuur,h1,A1.10,ma,15
Dalila van Sommeren,Programmeren in Java 2,p3,A1.10,vr,9
Dalila van Sommeren,Webprogrammeren en databases,h2,A1.04,do,13
Dalila van Sommeren,Webprogrammeren en databases,p1,C1.112,di,15
Dalila van Sommeren,Webprogrammeren en databases,h1,A1.04,do,11
Dalila van Sommeren,Webprogrammeren en databases,w2,C1.112,di,13
Jonah Teuben,Webprogrammeren en databases,w2,C1.112,di,13
Jonah Teuben,Compilerbouw,p2,A1.04,di,13
Jonah Teuben,Bioinformatica,h2,B0.201,ma,11
Jonah Teuben,Webprogrammeren en databases,p2,C1.112,wo,9
Jonah Teuben,Bioinformatica,h3,B0.201,ma,13
Jonah Teuben,Bioinformatica,h1,B0.201,ma,9
Jonah Teuben,Bioinformatica,p1,A1.06,wo,9
Jonah Teuben,Webprogrammeren en databases,h2,A1.04,do,13
Jonah Teuben,Webprogrammeren en databases,h1,A1.04,do,11
Jonah Teuben,Zoeken sturen en bewegen,p1,A1.08,do,11
Jonah Teuben,Compilerbouw,h1,C0.110,di,9
Jonah Teuben,Bioinformatica,w3,A1.06,di,15
Jonah Teuben,Compilerbouw,h2,C0.110,di,11
Jonah Teuben,Compilerbouw,w2,A1.04,di,9
Merel de Olde,Calculus 2,w1,A1.04,ma,9
Merel de Olde,Calculus 2,h1,C0.110,ma,9
Merel de Olde,Programmeren in Java 2,p5,A1.10,vr,13
Geerten Elschot,Software engineering,p1,A1.04,wo,15
Geerten Elschot,Kansrekenen 2,h1,C0.110,ma,11
Geerten Elschot,Kansrekenen 2,h2,C0.110,ma,13
Geerten Elschot,Software engineering,w2,A1.04,wo,13
Geerten Elschot,Software engineering,h1,C0.110,ma,15
Arianna Tettero,Programmeren in Java 2,p6,A1.10,vr,15
Wytske Buining,Reflectie op de digitale cultuur,h2,A1.10,di,9
Wytske Buining,Databases 2,h1,C0.110,ma,17
Wytske Buining,Reflectie op de digitale cultuur,w1,C1.112,ma,9
Wytske Buining,Compilerbouw,w1,A1.04,ma,15
Wytske Buining,Algoritmen en complexiteit,h1,B0.201,di,9
Wytske Buining,Algoritmen en complexiteit,p1,B0.201,di,15
Wytske Buining,Compilerbouw,h1,C0.110,di,9
Wytske Buining,Compilerbouw,p1,A1.04,di,11
Wytske Buining,Compilerbouw,h2,C0.110,di,11
Wytske Buining,Reflectie op de digitale cultuur,h1,A1.10,ma,15
Wytske Buining,Programmeren in Java 2,p1,A1.10,do,13
Wytske Buining,Algoritmen en complexiteit,w2,B0.201,di,13
Wytske Buining,Databases 2,w2,A1.04,wo,9
Marilene van Santen,Lineaire Algebra,h1,A1.10,ma,9
Marilene van Santen,Webprogrammeren en databases,h2,A1.04,do,13
Marilene van Santen,Webprogrammeren en databases,p1,C1.112,di,15
Marilene van Santen,Webprogrammeren en databases,h1,A1.04,do,11
Marilene van Santen,Webprogrammeren en databases,w2,C1.112,di,13
Marilene van Santen,Lineaire Algebra,h2,A1.10,ma,11
Servaas Anker,Software engineering,w1,A1.04,wo,11
Servaas Anker,Architectuur en computerorganisatie,h1,A1.06,ma,9
Servaas Anker,Software engineering,p2,A1.04,do,9
Servaas Anker,Architectuur en computerorganisatie,h2,A1.06,ma,11
Servaas Anker,Software engineering,h1,C0.110,ma,15
Ravi Bauer,Collectieve Intelligentie,h1,C0.110,di,13
Ravi Bauer,Collectieve Intelligentie,w2,A1.06,do,9
Ravi Bauer,Calculus 2,h1,C0.110,ma,9
Ravi Bauer,Calculus 2,w2,A1.04,ma,11
Ravi Bauer,Collectieve Intelligentie,p2,A1.06,vr,9
Ravi Bauer,Netwerken en systeembeveiliging,p3,A1.10,do,9
Ravi Bauer,Collectieve Intelligentie,h3,C0.110,di,17
Ravi Bauer,Collectieve Intelligentie,h2,C0.110,di,15
Aboubakr Terpstra,Analysemethoden en -technieken,h1,A1.10,di,11
Ervin Hartevelt,Reflectie op de digitale cultuur,h1,A1.10,ma,15
Ervin Hartevelt,Reflectie op de digitale cultuur,h2,A1.10,di,9
Ervin Hartevelt,Reflectie op de digitale cultuur,w1,C1.112,ma,9
Chico Zwarts,Architectuur en computerorganisatie,h1,A1.06,ma,9
Chico Zwarts,Architectuur en computerorganisatie,h2,A1.06,ma,11
Bodie Metselaar,Bioinformatica,h2,B0.201,ma,11
Bodie Metselaar,Bioinformatica,h3,B0.201,ma,13
Bodie Metselaar,Bioinformatica,h1,B0.201,ma,9
Bodie Metselaar,Bioinformatica,w1,A1.06,di,11
Bodie Metselaar,Bioinformatica,p3,A1.06,wo,13
Bodie Metselaar,Project Genetic Algorithms,p2,A1.08,wo,9
Bodie Metselaar,Compilerbouw,h1,C0.110,di,9
Bodie Metselaar,Compilerbouw,p1,A1.04,di,11
Bodie Metselaar,Compilerbouw,h2,C0.110,di,11
Bodie Metselaar,Compilerbouw,w2,A1.04,di,9
Lucienne Caris,Compilerbouw,p2,A1.04,di,13
Lucienne Caris,Technology for games,h2,A1.04,vr,9
Lucienne Caris,Technology for games,h1,A1.04,do,15
Lucienne Caris,Technology for games,w1,C1.112,ma,15
Lucienne Caris,Compilerbouw,w1,A1.04,ma,15
Lucienne Caris,Algoritmen en complexiteit,p2,B0.201,wo,9
Lucienne Caris,Algoritmen en complexiteit,h1,B0.201,di,9
Lucienne Caris,Compilerbouw,h1,C0.110,di,9
Lucienne Caris,Compilerbouw,h2,C0.110,di,11
Lucienne Caris,Algoritmen en complexiteit,w2,B0.201,di,13
Romello Reintjes,Collectieve Intelligentie,h1,C0.110,di,13
Romello Reintjes,Collectieve Intelligentie,p3,A1.06,vr,11
Romello Reintjes,Collectieve Intelligentie,w3,A1.06,do,11
Romello Reintjes,Collectieve Intelligentie,h3,C0.110,di,17
Romello Reintjes,Collectieve Intelligentie,h2,C0.110,di,15
Amos van den Oord,Kansrekenen 2,h2,C0.110,ma,13
Amos van den Oord,Kansrekenen 2,h1,C0.110,ma,11
Callista Mutsaers,Compilerbouw practicum,p3,A1.08,ma,13
Jildou Corvers,Webprogrammeren en databases,h2,A1.04,do,13
Jildou Corvers,Webprogrammeren en databases,h1,A1.04,do,11
Jildou Corvers,Webprogrammeren en databases,p3,C0.110,do,9
Jildou Corvers,Webprogrammeren en databases,w3,C0.110,wo,9
Wytse van Geest,Kansrekenen 2,h2,C0.110,ma,13
Wytse van Geest,Kansrekenen 2,h1,C0.110,ma,11
Ycel van Kasteel,Zoeken sturen en bewegen,p2,A1.08,do,13
Ycel van Kasteel,Software engineering,p1,A1.04,wo,15
Ycel van Kasteel,Calculus 2,h1,C0.110,ma,9
Ycel van Kasteel,Software engineering,w1,A1.04,wo,11
Ycel van Kasteel,Calculus 2,w1,A1.04,ma,9
Ycel van Kasteel,Software engineering,h1,C0.110,ma,15
Sanne Lentz,Databases 2,w1,A1.04,di,15
Sanne Lentz,Databases 2,h1,C0.110,ma,17
Sanne Lentz,Technology for games,h2,A1.04,vr,9
Sanne Lentz,Architectuur en computerorganisatie,h1,A1.06,ma,9
Sanne Lentz,Technology for games,h1,A1.04,do,15
Sanne Lentz,Technology for games,w1,C1.112,ma,15
Sanne Lentz,Webprogrammeren en databases,h2,A1.04,do,13
Sanne Lentz,Webprogrammeren en databases,p1,C1.112,di,15
Sanne Lentz,Webprogrammeren en databases,h1,A1.04,do,11
Sanne Lentz,Architectuur en computerorganisatie,h2,A1.06,ma,11
Sanne Lentz,Webprogrammeren en databases,w2,C1.112,di,13
Pearl van der Leek,Moderne Databases,h1,A1.10,ma,13
Pearl van der Leek,Moderne Databases,p3,A1.10,wo,11
Pearl van der Leek,Moderne Databases,w1,A1.08,di,15
Ynte van Berkom,Reflectie op de digitale cultuur,h2,A1.10,di,9
Ynte van Berkom,Heuristieken 2,w1,A1.06,vr,15
Ynte van Berkom,Reflectie op de digitale cultuur,w3,C1.112,ma,13
Ynte van Berkom,Reflectie op de digitale cultuur,h1,A1.10,ma,15
Ynte van Berkom,Heuristieken 2,h1,A1.04,vr,11
Georgia van Rossem,Heuristieken 1,w2,B0.201,wo,13
Georgia van Rossem,Heuristieken 2,w1,A1.06,vr,15
Georgia van Rossem,Heuristieken 1,h1,B0.201,ma,15
Georgia van Rossem,Heuristieken 2,h1,A1.04,vr,11
Luciana Putters,Autonomous Agents 2,h2,B0.201,do,13
Luciana Putters,Autonomous Agents 2,h1,B0.201,do,11
Luciana Putters,Autonomous Agents 2,w3,C1.112,wo,11
Luciana Putters,Autonomous Agents 2,p3,C1.112,do,9
Tom Stokkel,Lineaire Algebra,h1,A1.10,ma,9
Tom Stokkel,Calculus 2,h1,C0.110,ma,9
Tom Stokkel,Kansrekenen 2,h1,C0.110,ma,11
Tom Stokkel,Kansrekenen 2,h2,C0.110,ma,13
Tom Stokkel,Calculus 2,w1,A1.04,ma,9
Tom Stokkel,Project Numerical Recipes,p3,A1.08,do,9
Tom Stokkel,Lineaire Algebra,h2,A1.10,ma,11
Marco Bloemert,Collectieve Intelligentie,h1,C0.110,di,13
Marco Bloemert,Collectieve Intelligentie,w2,A1.06,do,9
Marco Bloemert,Collectieve Intelligentie,p1,A1.06,do,15
Marco Bloemert,Collectieve Intelligentie,h3,C0.110,di,17
Marco Bloemert,Collectieve Intelligentie,h2,C0.110,di,15
Jorike Coenen,Compilerbouw,w1,A1.04,ma,15
Jorike Coenen,Project Numerical Recipes,p2,A1.08,wo,15
Jorike Coenen,Netwerken en systeembeveiliging,p3,A1.10,do,9
Jorike Coenen,Compilerbouw,h1,C0.110,di,9
Jorike Coenen,Compilerbouw,p1,A1.04,di,11
Jorike Coenen,Compilerbouw,h2,C0.110,di,11
Miguel van Oss,Netwerken en systeembeveiliging,p4,A1.10,do,11
Manuel de Boon,Calculus 2,h1,C0.110,ma,9
Manuel de Boon,Programmeren in Java 2,p6,A1.10,vr,15
Manuel de Boon,Calculus 2,w2,A1.04,ma,11
Manuel de Boon,Machine Learning,h1,B0.201,do,15
Manuel de Boon,Project Genetic Algorithms,p3,A1.08,wo,11
Manuel de Boon,Algoritmen en complexiteit,w1,B0.201,di,11
Manuel de Boon,Algoritmen en complexiteit,h1,B0.201,di,9
Manuel de Boon,Algoritmen en complexiteit,p1,B0.201,di,15
Manuel de Boon,Machine Learning,h2,B0.201,vr,9
Goven Curfs,Reflectie op de digitale cultuur,h1,A1.10,ma,15
Goven Curfs,Reflectie op de digitale cultuur,h2,A1.10,di,9
Goven Curfs,Reflectie op de digitale cultuur,w1,C1.112,ma,9
Jaro Essink,Netwerken en systeembeveiliging,p4,A1.10,do,11
Jaro Essink,Compilerbouw,w1,A1.04,ma,15
Jaro Essink,Compilerbouw,h1,C0.110,di,9
Jaro Essink,Compilerbouw,p1,A1.04,di,11
Jaro Essink,Compilerbouw,h2,C0.110,di,11
Jaro Essink,Programmeren in Java 2,p1,A1.10,do,13
Paulo Jak,Databases 2,h1,C0.110,ma,17
Paulo Jak,Databases 2,w2,A1.04,wo,9
Zhen Vullings,Heuristieken 1,w2,B0.201,wo,13
Zhen Vullings,Heuristieken 1,h1,B0.201,ma,15
