Student,Vak,Activiteit,Zaal,Dag,Tijdslot
Leon van den Hoogen,Calculus 2,h1,A1.08,wo,15
Amelie Daams,Programmeren in Java 2,p4,A1.08,ma,15
Amelie Daams,Heuristieken 2,h1,C0.110,vr,17
Amelie Daams,Heuristieken 2,w1,C1.112,ma,15
Hanan Lathouwers,Bioinformatica,w2,A1.06,di,13
Hanan Lathouwers,Software engineering,p2,A1.04,di,15
Hanan Lathouwers,Bioinformatica,h2,A1.04,wo,11
Hanan Lathouwers,Compilerbouw practicum,p1,A1.06,wo,9
Hanan Lathouwers,Bioinformatica,h3,B0.201,wo,9
Hanan Lathouwers,Software engineering,w2,A1.06,do,9
Hanan Lathouwers,Bioinformatica,h1,A1.10,di,9
Hanan Lathouwers,Software engineering,h1,C0.110,do,17
Hanan Lathouwers,Bioinformatica,p2,C1.112,wo,13
Hanan Lathouwers,Project Numerical Recipes,p3,C0.110,di,9
Tamimount van Herten,Autonomous Agents 2,p2,B0.201,ma,11
Tamimount van Herten,Autonomous Agents 2,h1,C0.110,wo,9
Tamimount van Herten,Zoeken sturen en bewegen,p3,A1.04,do,13
Tamimount van Herten,Autonomous Agents 2,w3,B0.201,di,11
Tamimount van Herten,Autonomous Agents 2,h2,A1.04,di,11
Wieke de Leest,Lineaire Algebra,h2,C1.112,wo,11
Wieke de Leest,Lineaire Algebra,h1,A1.10,vr,15
Hailey Claassen,Reflectie op de digitale cultuur,h2,A1.10,do,11
Hailey Claassen,Analysemethoden en -technieken,h1,C0.110,ma,11
Hailey Claassen,Reflectie op de digitale cultuur,w1,C0.110,vr,15
Hailey Claassen,Software engineering,w2,A1.06,do,9
Hailey Claassen,Reflectie op de digitale cultuur,h1,A1.10,vr,9
Hailey Claassen,Software engineering,h1,C0.110,do,17
Hailey Claassen,Software engineering,p1,A1.04,vr,11
Jael Boutkan,Zoeken sturen en bewegen,p1,C0.110,ma,17
Jael Boutkan,Calculus 2,h1,A1.08,wo,15
Jael Boutkan,Calculus 2,w2,C1.112,vr,13
Ziggy de Smit,Heuristieken 2,h1,C0.110,vr,17
Ziggy de Smit,Heuristieken 2,w1,C1.112,ma,15
Christiaan van Zon,Lineaire Algebra,h2,C1.112,wo,11
Christiaan van Zon,Lineaire Algebra,h1,A1.10,vr,15
Elbertha Schoneveld,Calculus 2,w1,C1.112,di,15
Elbertha Schoneveld,Calculus 2,h1,A1.08,wo,15
Elbertha Schoneveld,Databases 2,w2,A1.10,do,13
Elbertha Schoneveld,Databases 2,h1,A1.10,ma,9
Laurentia Cooijmans,Heuristieken 2,w1,C1.112,ma,15
Laurentia Cooijmans,Collectieve Intelligentie,p2,A1.06,vr,9
Laurentia Cooijmans,Collectieve Intelligentie,h2,A1.04,ma,11
Laurentia Cooijmans,Calculus 2,h1,A1.08,wo,15
Laurentia Cooijmans,Calculus 2,w1,C1.112,di,15
Laurentia Cooijmans,Collectieve Intelligentie,h3,C1.112,ma,9
Laurentia Cooijmans,Collectieve Intelligentie,w4,A1.10,wo,13
Laurentia Cooijmans,Collectieve Intelligentie,h1,A1.08,di,9
Laurentia Cooijmans,Heuristieken 2,h1,C0.110,vr,17
Boy Dibbets,Databases 2,w2,A1.10,do,13
Boy Dibbets,Programmeren in Java 2,p5,A1.06,ma,13
Boy Dibbets,Lineaire Algebra,h2,C1.112,wo,11
Boy Dibbets,Databases 2,h1,A1.10,ma,9
Boy Dibbets,Heuristieken 2,w2,A1.10,ma,13
Boy Dibbets,Lineaire Algebra,h1,A1.10,vr,15
Boy Dibbets,Heuristieken 2,h1,C0.110,vr,17
Machteld Kwantes,Heuristieken 1,h1,A1.08,ma,13
Machteld Kwantes,Heuristieken 1,w2,A1.06,ma,9
Christoffel 't Jong,Programmeren in Java 2,p6,C0.110,di,11
Christoffel 't Jong,Moderne Databases,w2,A1.06,di,11
Christoffel 't Jong,Calculus 2,h1,A1.08,wo,15
Christoffel 't Jong,Calculus 2,w1,C1.112,di,15
Christoffel 't Jong,Moderne Databases,h1,C0.110,wo,13
Christoffel 't Jong,Moderne Databases,p1,B0.201,do,11
Geurt Nuiten,Heuristieken 1,h1,A1.08,ma,13
Geurt Nuiten,Software engineering,w1,C1.112,ma,11
Geurt Nuiten,Lineaire Algebra,h2,C1.112,wo,11
Geurt Nuiten,Heuristieken 1,w1,A1.08,do,15
Geurt Nuiten,Lineaire Algebra,h1,A1.10,vr,15
Geurt Nuiten,Software engineering,h1,C0.110,do,17
Geurt Nuiten,Software engineering,p1,A1.04,vr,11
Carmela van Gerwen,Project Genetic Algorithms,p1,B0.201,do,15
Carmela van Gerwen,Compilerbouw,h1,A1.08,di,15
Carmela van Gerwen,Compilerbouw,p1,A1.10,wo,9
Carmela van Gerwen,Interactie-ontwerp,h1,A1.06,ma,15
Carmela van Gerwen,Calculus 2,h1,A1.08,wo,15
Carmela van Gerwen,Calculus 2,w1,C1.112,di,15
Carmela van Gerwen,Compilerbouw,h2,A1.06,wo,13
Carmela van Gerwen,Compilerbouw,w2,A1.10,di,15
Carmela van Gerwen,Interactie-ontwerp,h2,B0.201,wo,13
Linne de Zoete,Kansrekenen 2,h1,A1.08,wo,13
Linne de Zoete,Kansrekenen 2,h2,A1.04,do,15
Marssae Joseph,Software engineering,p2,A1.04,di,15
Marssae Joseph,Lineaire Algebra,h2,C1.112,wo,11
Marssae Joseph,Software engineering,w2,A1.06,do,9
Marssae Joseph,Lineaire Algebra,h1,A1.10,vr,15
Marssae Joseph,Software engineering,h1,C0.110,do,17
Nuriye Kooijmans,Advanced Heuristics,h1,C1.112,vr,9
Nuriye Kooijmans,Heuristieken 1,h1,A1.08,ma,13
Nuriye Kooijmans,Analysemethoden en -technieken,h1,C0.110,ma,11
Nuriye Kooijmans,Advanced Heuristics,p2,A1.06,vr,11
Nuriye Kooijmans,Calculus 2,h1,A1.08,wo,15
Nuriye Kooijmans,Calculus 2,w1,C1.112,di,15
Nuriye Kooijmans,Moderne Databases,h1,C0.110,wo,13
Nuriye Kooijmans,Moderne Databases,w3,C1.112,di,9
Nuriye Kooijmans,Moderne Databases,p1,B0.201,do,11
Nuriye Kooijmans,Heuristieken 1,w2,A1.06,ma,9
Jory Leijenaar,Project Genetic Algorithms,p1,B0.201,do,15
Jory Leijenaar,Compilerbouw practicum,p2,A1.04,di,13
Taeke Renes,Programmeren in Java 2,p2,A1.04,vr,13
Taeke Renes,Compilerbouw practicum,p3,C0.110,ma,9
Xiao Teekens,Interactie-ontwerp,h2,B0.201,wo,13
Xiao Teekens,Programmeren in Java 2,p4,A1.08,ma,15
Xiao Teekens,Reflectie op de digitale cultuur,h2,A1.10,do,11
Xiao Teekens,Lineaire Algebra,h2,C1.112,wo,11
Xiao Teekens,Interactie-ontwerp,h1,A1.06,ma,15
Xiao Teekens,Zoeken sturen en bewegen,p3,A1.04,do,13
Xiao Teekens,Reflectie op de digitale cultuur,h1,A1.10,vr,9
Xiao Teekens,Reflectie op de digitale cultuur,w2,A1.04,wo,13
Xiao Teekens,Lineaire Algebra,h1,A1.10,vr,15
Vanita Yusuf,Calculus 2,w3,A1.08,do,13
Vanita Yusuf,Calculus 2,h1,A1.08,wo,15
Scotty van der Stoel,Compilerbouw,h2,A1.06,wo,13
Scotty van der Stoel,Compilerbouw,h1,A1.08,di,15
Scotty van der Stoel,Compilerbouw,p1,A1.10,wo,9
Scotty van der Stoel,Programmeren in Java 2,p1,A1.06,vr,13
Scotty van der Stoel,Compilerbouw,w2,A1.10,di,15
Esme Karim,Reflectie op de digitale cultuur,w3,A1.06,wo,11
Esme Karim,Kansrekenen 2,h1,A1.08,wo,13
Esme Karim,Machine Learning,h2,C1.112,wo,15
Esme Karim,Reflectie op de digitale cultuur,h2,A1.10,do,11
Esme Karim,Kansrekenen 2,h2,A1.04,do,15
Esme Karim,Machine Learning,h1,C0.110,ma,13
Esme Karim,Reflectie op de digitale cultuur,h1,A1.10,vr,9
Esme Karim,Project Numerical Recipes,p3,C0.110,di,9
Vivianne Buter,Advanced Heuristics,h1,C1.112,vr,9
Vivianne Buter,Heuristieken 1,h1,A1.08,ma,13
Vivianne Buter,Project Numerical Recipes,p2,A1.10,wo,15
Vivianne Buter,Advanced Heuristics,p1,C0.110,do,11
Vivianne Buter,Calculus 2,h1,A1.08,wo,15
Vivianne Buter,Heuristieken 1,w1,A1.08,do,15
Vivianne Buter,Calculus 2,w3,A1.08,do,13
Vivianne Buter,Programmeren in Java 2,p2,A1.04,vr,13
Frederic IJkema,Moderne Databases,w1,C1.112,ma,13
Frederic IJkema,Algoritmen en complexiteit,w2,A1.08,vr,13
Frederic IJkema,Moderne Databases,p2,A1.08,di,13
Frederic IJkema,Software engineering,p2,A1.04,di,15
Frederic IJkema,Software engineering,w1,C1.112,ma,11
Frederic IJkema,Algoritmen en complexiteit,h1,A1.08,do,11
Frederic IJkema,Moderne Databases,h1,C0.110,wo,13
Frederic IJkema,Algoritmen en complexiteit,p2,A1.08,wo,9
Frederic IJkema,Software engineering,h1,C0.110,do,17
Xanne Slob,Lineaire Algebra,h2,C1.112,wo,11
Xanne Slob,Lineaire Algebra,h1,A1.10,vr,15
Eltjo Beunen,Reflectie op de digitale cultuur,h2,A1.10,do,11
Eltjo Beunen,Software engineering,w2,A1.06,do,9
Eltjo Beunen,Reflectie op de digitale cultuur,h1,A1.10,vr,9
Eltjo Beunen,Reflectie op de digitale cultuur,w2,A1.04,wo,13
Eltjo Beunen,Software engineering,h1,C0.110,do,17
Eltjo Beunen,Software engineering,p1,A1.04,vr,11
Eleanora Rovers,Compilerbouw,p2,C1.112,do,15
Eleanora Rovers,Advanced Heuristics,h1,C1.112,vr,9
Eleanora Rovers,Compilerbouw,h1,A1.08,di,15
Eleanora Rovers,Advanced Heuristics,p1,C0.110,do,11
Eleanora Rovers,Compilerbouw,w1,A1.10,di,11
Eleanora Rovers,Compilerbouw,h2,A1.06,wo,13
Marcellus Mijnheer,Heuristieken 1,h1,A1.08,ma,13
Marcellus Mijnheer,Software engineering,p2,A1.04,di,15
Marcellus Mijnheer,Collectieve Intelligentie,p2,A1.06,vr,9
Marcellus Mijnheer,Collectieve Intelligentie,h2,A1.04,ma,11
Marcellus Mijnheer,Software engineering,w1,C1.112,ma,11
Marcellus Mijnheer,Calculus 2,h1,A1.08,wo,15
Marcellus Mijnheer,Calculus 2,w2,C1.112,vr,13
Marcellus Mijnheer,Collectieve Intelligentie,h3,C1.112,ma,9
Marcellus Mijnheer,Collectieve Intelligentie,w4,A1.10,wo,13
Marcellus Mijnheer,Heuristieken 1,w1,A1.08,do,15
Marcellus Mijnheer,Software engineering,h1,C0.110,do,17
Marcellus Mijnheer,Collectieve Intelligentie,h1,A1.08,di,9
Tarik van Vloten,Software engineering,p2,A1.04,di,15
Tarik van Vloten,Software engineering,w1,C1.112,ma,11
Tarik van Vloten,Lineaire Algebra,h2,C1.112,wo,11
Tarik van Vloten,Lineaire Algebra,h1,A1.10,vr,15
Tarik van Vloten,Software engineering,h1,C0.110,do,17
Jurrit Nieuwenhuizen,Webprogrammeren en databases,h2,C0.110,di,13
Jurrit Nieuwenhuizen,Webprogrammeren en databases,h1,B0.201,do,9
Jurrit Nieuwenhuizen,Webprogrammeren en databases,w1,C1.112,wo,9
Jurrit Nieuwenhuizen,Webprogrammeren en databases,p2,A1.08,wo,11
Fae van Luttikhuizen,Calculus 2,w3,A1.08,do,13
Fae van Luttikhuizen,Calculus 2,h1,A1.08,wo,15
Fae van Luttikhuizen,Analysemethoden en -technieken,h1,C0.110,ma,11
Eyup Wesselman,Software engineering,w1,C1.112,ma,11
Eyup Wesselman,Software engineering,h1,C0.110,do,17
Eyup Wesselman,Software engineering,p2,A1.04,di,15
Dinah Ensink,Kansrekenen 2,h1,A1.08,wo,13
Dinah Ensink,Kansrekenen 2,h2,A1.04,do,15
Dinah Ensink,Programmeren in Java 2,p5,A1.06,ma,13
Maurice Lima,Project Genetic Algorithms,p1,B0.201,do,15
Maurice Lima,Compilerbouw practicum,p1,A1.06,wo,9
Nadien Volman,Compilerbouw,h1,A1.08,di,15
Nadien Volman,Technology for games,h1,A1.06,do,15
Nadien Volman,Technology for games,w2,A1.04,wo,9
Nadien Volman,Compilerbouw,p1,A1.10,wo,9
Nadien Volman,Compilerbouw,w1,A1.10,di,11
Nadien Volman,Compilerbouw,h2,A1.06,wo,13
Nadien Volman,Technology for games,h2,A1.10,wo,11
Adisa Reek,Webprogrammeren en databases,h2,C0.110,di,13
Adisa Reek,Webprogrammeren en databases,p2,A1.08,wo,11
Adisa Reek,Programmeren in Java 2,p1,A1.06,vr,13
Adisa Reek,Webprogrammeren en databases,h1,B0.201,do,9
Adisa Reek,Webprogrammeren en databases,w2,C0.110,do,15
Yaro Kamp,Webprogrammeren en databases,h2,C0.110,di,13
Yaro Kamp,Technology for games,h1,A1.06,do,15
Yaro Kamp,Technology for games,w2,A1.04,wo,9
Yaro Kamp,Webprogrammeren en databases,p2,A1.08,wo,11
Yaro Kamp,Technology for games,h2,A1.10,wo,11
Yaro Kamp,Webprogrammeren en databases,h1,B0.201,do,9
Yaro Kamp,Webprogrammeren en databases,w2,C0.110,do,15
Benjamin Arendse,Webprogrammeren en databases,h2,C0.110,di,13
Benjamin Arendse,Webprogrammeren en databases,h1,B0.201,do,9
Benjamin Arendse,Webprogrammeren en databases,w2,C0.110,do,15
Benjamin Arendse,Webprogrammeren en databases,p1,B0.201,vr,9
Said van Aalderen,Kansrekenen 2,h1,A1.08,wo,13
Said van Aalderen,Kansrekenen 2,h2,A1.04,do,15
Marije de Vreeze,Collectieve Intelligentie,p4,A1.10,vr,11
Marije de Vreeze,Collectieve Intelligentie,h2,A1.04,ma,11
Marije de Vreeze,Collectieve Intelligentie,h3,C1.112,ma,9
Marije de Vreeze,Collectieve Intelligentie,w4,A1.10,wo,13
Marije de Vreeze,Collectieve Intelligentie,h1,A1.08,di,9
Marije de Vreeze,Programmeren in Java 2,p2,A1.04,vr,13
Everhard Curvers,Informatie- en organisatieontwerp,w2,C1.112,do,11
Everhard Curvers,Informatie- en organisatieontwerp,p2,A1.10,do,9
Everhard Curvers,Informatie- en organisatieontwerp,h2,A1.10,ma,11
Everhard Curvers,Informatie- en organisatieontwerp,h1,B0.201,vr,11
Fransiscus Zagers,Kansrekenen 2,h1,A1.08,wo,13
Fransiscus Zagers,Webprogrammeren en databases,h2,C0.110,di,13
Fransiscus Zagers,Kansrekenen 2,h2,A1.04,do,15
Fransiscus Zagers,Webprogrammeren en databases,p2,A1.08,wo,11
Fransiscus Zagers,Webprogrammeren en databases,h1,B0.201,do,9
Fransiscus Zagers,Webprogrammeren en databases,w2,C0.110,do,15
Antonius Fleming,Compilerbouw,p1,A1.10,wo,9
Antonius Fleming,Compilerbouw,w2,A1.10,di,15
Antonius Fleming,Compilerbouw,h1,A1.08,di,15
Antonius Fleming,Compilerbouw,h2,A1.06,wo,13
Adil Klop,Programmeren in Java 2,p4,A1.08,ma,15
Adil Klop,Heuristieken 2,w1,C1.112,ma,15
Adil Klop,Calculus 2,h1,A1.08,wo,15
Adil Klop,Calculus 2,w1,C1.112,di,15
Adil Klop,Heuristieken 2,h1,C0.110,vr,17
Evi Appel,Collectieve Intelligentie,h2,A1.04,ma,11
Evi Appel,Collectieve Intelligentie,h3,C1.112,ma,9
Evi Appel,Collectieve Intelligentie,w4,A1.10,wo,13
Evi Appel,Collectieve Intelligentie,h1,A1.08,di,9
Evi Appel,Collectieve Intelligentie,p1,A1.08,ma,9
Marnik Imthorn,Programmeren in Java 2,p3,B0.201,di,13
Marnik Imthorn,Zoeken sturen en bewegen,p1,C0.110,ma,17
Maruschka Doppenberg,Netwerken en systeembeveiliging,p3,A1.06,di,15
Sohrab Geers,Collectieve Intelligentie,p2,A1.06,vr,9
Sohrab Geers,Collectieve Intelligentie,h2,A1.04,ma,11
Sohrab Geers,Lineaire Algebra,h2,C1.112,wo,11
Sohrab Geers,Zoeken sturen en bewegen,p3,A1.04,do,13
Sohrab Geers,Collectieve Intelligentie,h3,C1.112,ma,9
Sohrab Geers,Collectieve Intelligentie,w4,A1.10,wo,13
Sohrab Geers,Lineaire Algebra,h1,A1.10,vr,15
Sohrab Geers,Collectieve Intelligentie,h1,A1.08,di,9
Cemil van Barneveld,Reflectie op de digitale cultuur,h2,A1.10,do,11
Cemil van Barneveld,Databases 2,h1,A1.10,ma,9
Cemil van Barneveld,Reflectie op de digitale cultuur,h1,A1.10,vr,9
Cemil van Barneveld,Reflectie op de digitale cultuur,w2,A1.04,wo,13
Cemil van Barneveld,Zoeken sturen en bewegen,p2,A1.04,di,9
Cemil van Barneveld,Databases 2,w1,C1.112,di,13
Sharen Kortlever,Kansrekenen 2,h1,A1.08,wo,13
Sharen Kortlever,Databases 2,w2,A1.10,do,13
Sharen Kortlever,Analysemethoden en -technieken,h1,C0.110,ma,11
Sharen Kortlever,Kansrekenen 2,h2,A1.04,do,15
Sharen Kortlever,Databases 2,h1,A1.10,ma,9
Arina Ubbink,Zoeken sturen en bewegen,p3,A1.04,do,13
Doede Duiveman,Moderne Databases,w1,C1.112,ma,13
Doede Duiveman,Technology for games,w1,A1.04,ma,15
Doede Duiveman,Compilerbouw,h2,A1.06,wo,13
Doede Duiveman,Moderne Databases,p2,A1.08,di,13
Doede Duiveman,Informatie- en organisatieontwerp,h2,A1.10,ma,11
Doede Duiveman,Compilerbouw,h1,A1.08,di,15
Doede Duiveman,Technology for games,h1,A1.06,do,15
Doede Duiveman,Informatie- en organisatieontwerp,p2,A1.10,do,9
Doede Duiveman,Compilerbouw,p1,A1.10,wo,9
Doede Duiveman,Informatie- en organisatieontwerp,w1,A1.08,do,9
Doede Duiveman,Moderne Databases,h1,C0.110,wo,13
Doede Duiveman,Compilerbouw,w1,A1.10,di,11
Doede Duiveman,Informatie- en organisatieontwerp,h1,B0.201,vr,11
Doede Duiveman,Zoeken sturen en bewegen,p2,A1.04,di,9
Doede Duiveman,Technology for games,h2,A1.10,wo,11
Annique Berrevoets,Netwerken en systeembeveiliging,p2,C0.110,wo,15
Annique Berrevoets,Software engineering,h1,C0.110,do,17
Annique Berrevoets,Software engineering,p1,A1.04,vr,11
Annique Berrevoets,Software engineering,w2,A1.06,do,9
Jetty van Putten,Informatie- en organisatieontwerp,p1,C0.110,vr,9
Jetty van Putten,Data Mining,h2,A1.04,wo,15
Jetty van Putten,Bioinformatica,h2,A1.04,wo,11
Jetty van Putten,Informatie- en organisatieontwerp,h2,A1.10,ma,11
Jetty van Putten,Data Mining,h1,C0.110,do,9
Jetty van Putten,Bioinformatica,h3,B0.201,wo,9
Jetty van Putten,Data Mining,p2,A1.08,vr,15
Jetty van Putten,Bioinformatica,h1,A1.10,di,9
Jetty van Putten,Bioinformatica,w1,C0.110,di,15
Jetty van Putten,Informatie- en organisatieontwerp,h1,B0.201,vr,11
Jetty van Putten,Bioinformatica,p2,C1.112,wo,13
Jetty van Putten,Data Mining,w3,C0.110,ma,15
Jetty van Putten,Informatie- en organisatieontwerp,w2,C1.112,do,11
Guilliano Blomsma,Project Genetic Algorithms,p1,B0.201,do,15
Guilliano Blomsma,Webprogrammeren en databases,p1,B0.201,vr,9
Guilliano Blomsma,Webprogrammeren en databases,h2,C0.110,di,13
Guilliano Blomsma,Webprogrammeren en databases,h1,B0.201,do,9
Guilliano Blomsma,Webprogrammeren en databases,w2,C0.110,do,15
Tarah Broerse,Autonomous Agents 2,h1,C0.110,wo,9
Tarah Broerse,Lineaire Algebra,h2,C1.112,wo,11
Tarah Broerse,Autonomous Agents 2,p3,A1.06,vr,15
Tarah Broerse,Autonomous Agents 2,w3,B0.201,di,11
Tarah Broerse,Autonomous Agents 2,h2,A1.04,di,11
Tarah Broerse,Lineaire Algebra,h1,A1.10,vr,15
Umar Grift,Programmeren in Java 2,p3,B0.201,di,13
Umar Grift,Autonomous Agents 2,w1,B0.201,vr,15
Umar Grift,Autonomous Agents 2,h1,C0.110,wo,9
Umar Grift,Autonomous Agents 2,h2,A1.04,di,11
Umar Grift,Autonomous Agents 2,p1,B0.201,di,9
Wulfert Brinksma,Reflectie op de digitale cultuur,w3,A1.06,wo,11
Wulfert Brinksma,Reflectie op de digitale cultuur,h2,A1.10,do,11
Wulfert Brinksma,Reflectie op de digitale cultuur,h1,A1.10,vr,9
Sverre Hoenderdos,Analysemethoden en -technieken,h1,C0.110,ma,11
Fauve Neve,Technology for games,h2,A1.10,wo,11
Fauve Neve,Technology for games,h1,A1.06,do,15
Fauve Neve,Technology for games,w2,A1.04,wo,9
Emil Bergmans,Kansrekenen 2,h1,A1.08,wo,13
Emil Bergmans,Algoritmen en complexiteit,w2,A1.08,vr,13
