Student,Vak,Activiteit,Zaal,Dag,Tijdslot
Brecht Eeltink,Compilerbouw,p3,A1.08,vr,11
Brecht Eeltink,Compilerbouw,h2,C0.110,di,9
Brecht Eeltink,Software engineering,p1,B0.201,wo,15
Brecht Eeltink,Compilerbouw,h1,C0.110,di,11
Yanick Abbing,Software engineering,w1,B0.201,ma,13
Yanick Abbing,Software engineering,h1,C0.110,ma,15
Yanick Abbing,Data Mining,w2,C0.110,do,15
Yanick Abbing,Software engineering,p1,B0.201,wo,15
Yanick Abbing,Data Mining,h1,B0.201,wo,11
Yanick Abbing,Data Mining,h2,C1.112,vr,11
Yanick Abbing,Lineaire Algebra,h1,A1.10,ma,11
Yanick Abbing,Analysemethoden en -technieken,h1,A1.10,di,11
Yanick Abbing,Lineaire Algebra,h2,C1.112,ma,9
Yanick Abbing,Data Mining,p4,C1.112,wo,9
Dolf Snippe,Zoeken sturen en bewegen,p1,A1.06,wo,13
Kenan Spronck,Compilerbouw practicum,p3,A1.04,ma,9
Maritte Gok,Webprogrammeren en databases,w1,C1.112,wo,11
Maritte Gok,Moderne Databases,h1,C1.112,ma,13
Maritte Gok,Moderne Databases,p2,B0.201,wo,9
Maritte Gok,Software engineering,w2,A1.04,wo,13
Maritte Gok,Software engineering,h1,C0.110,ma,15
Maritte Gok,Webprogrammeren en databases,h2,C1.112,do,13
Maritte Gok,Webprogrammeren en databases,p3,A1.04,do,15
Maritte Gok,Webprogrammeren en databases,h1,A1.04,do,11
Maritte Gok,Heuristieken 2,w3,C1.112,vr,15
Maritte Gok,Moderne Databases,w2,A1.08,di,11
Maritte Gok,Heuristieken 2,h1,A1.04,vr,13
Maritte Gok,Software engineering,p2,A1.04,do,9
Marssae Joseph,Software engineering,w1,B0.201,ma,13
Marssae Joseph,Software engineering,h1,C0.110,ma,15
Marssae Joseph,Lineaire Algebra,h1,A1.10,ma,11
Marssae Joseph,Lineaire Algebra,h2,C1.112,ma,9
Marssae Joseph,Software engineering,p2,A1.04,do,9
Djuri Korpershoek,Moderne Databases,w3,B0.201,ma,15
Djuri Korpershoek,Moderne Databases,p1,A1.08,vr,9
Djuri Korpershoek,Moderne Databases,h1,C1.112,ma,13
Silvy Schrauwen,Moderne Databases,h1,C1.112,ma,13
Silvy Schrauwen,Moderne Databases,w1,C0.110,ma,11
Silvy Schrauwen,Moderne Databases,p4,A1.10,vr,9
Silvy Schrauwen,Programmeren in Java 2,p3,A1.06,vr,13
Silvy Schrauwen,Reflectie op de digitale cultuur,h1,A1.10,ma,15
Silvy Schrauwen,Netwerken en systeembeveiliging,p4,A1.08,do,11
Silvy Schrauwen,Reflectie op de digitale cultuur,h2,C1.112,di,9
Silvy Schrauwen,Reflectie op de digitale cultuur,w4,B0.201,vr,11
Vasco Waninge,Bioinformatica,h2,C0.110,ma,13
Vasco Waninge,Moderne Databases,h1,C1.112,ma,13
Vasco Waninge,Machine Learning,h2,C0.110,vr,9
Vasco Waninge,Moderne Databases,p3,A1.08,do,13
Vasco Waninge,Bioinformatica,h3,C1.112,ma,11
Vasco Waninge,Bioinformatica,p1,A1.04,di,9
Vasco Waninge,Bioinformatica,w3,A1.04,wo,15
Vasco Waninge,Moderne Databases,w3,B0.201,ma,15
Vasco Waninge,Zoeken sturen en bewegen,p3,A1.06,di,11
Vasco Waninge,Bioinformatica,h1,A1.10,ma,9
Vasco Waninge,Machine Learning,h1,C1.112,do,9
Faruk Haalboom,Databases 2,h1,C0.110,do,13
Faruk Haalboom,Databases 2,w1,A1.10,vr,11
Yuna Winkelaar,Algoritmen en complexiteit,w2,A1.04,ma,13
Yuna Winkelaar,Algoritmen en complexiteit,h1,B0.201,di,9
Yuna Winkelaar,Algoritmen en complexiteit,p1,A1.08,wo,15
Yee Koppers,Interactie-ontwerp,h1,B0.201,do,11
Yee Koppers,Interactie-ontwerp,h2,B0.201,do,9
Yee Koppers,Calculus 2,h1,C0.110,ma,9
Yee Koppers,Calculus 2,w1,A1.10,do,13
Jacky van Apeldoorn,Interactie-ontwerp,h1,B0.201,do,11
Jacky van Apeldoorn,Interactie-ontwerp,h2,B0.201,do,9
Geerte van der Meij,Compilerbouw,w3,C0.110,wo,17
Geerte van der Meij,Software engineering,w1,B0.201,ma,13
Geerte van der Meij,Collectieve Intelligentie,w4,A1.04,do,13
Geerte van der Meij,Software engineering,h1,C0.110,ma,15
Geerte van der Meij,Collectieve Intelligentie,h3,C0.110,di,17
Geerte van der Meij,Project Numerical Recipes,p1,A1.08,wo,13
Geerte van der Meij,Compilerbouw,h2,C0.110,di,9
Geerte van der Meij,Software engineering,p1,B0.201,wo,15
Geerte van der Meij,Collectieve Intelligentie,h1,C0.110,di,15
Geerte van der Meij,Compilerbouw,h1,C0.110,di,11
Geerte van der Meij,Collectieve Intelligentie,p1,A1.08,do,15
Geerte van der Meij,Compilerbouw,p1,B0.201,vr,13
Geerte van der Meij,Collectieve Intelligentie,h2,C0.110,di,13
Fauve Neve,Technology for games,h1,C1.112,do,15
Fauve Neve,Technology for games,h2,B0.201,vr,9
Fauve Neve,Technology for games,w1,A1.06,vr,11
Nikolas Jansema,Technology for games,h2,B0.201,vr,9
Nikolas Jansema,Technology for games,h1,C1.112,do,15
Nikolas Jansema,Technology for games,w3,A1.08,di,9
Krijntje Rombout,Software engineering,w1,B0.201,ma,13
Krijntje Rombout,Software engineering,h1,C0.110,ma,15
Krijntje Rombout,Calculus 2,h1,C0.110,ma,9
Krijntje Rombout,Calculus 2,w2,B0.201,ma,11
Krijntje Rombout,Software engineering,p2,A1.04,do,9
Bobby Veldhuis,Webprogrammeren en databases,p3,A1.04,do,15
Bobby Veldhuis,Programmeren in Java 2,p4,A1.04,vr,11
Bobby Veldhuis,Webprogrammeren en databases,h2,C1.112,do,13
Bobby Veldhuis,Collectieve Intelligentie,h3,C0.110,di,17
Bobby Veldhuis,Webprogrammeren en databases,h1,A1.04,do,11
Bobby Veldhuis,Collectieve Intelligentie,h1,C0.110,di,15
Bobby Veldhuis,Collectieve Intelligentie,w3,A1.10,wo,15
Bobby Veldhuis,Webprogrammeren en databases,w2,C0.110,do,9
Bobby Veldhuis,Collectieve Intelligentie,p3,A1.08,ma,11
Bobby Veldhuis,Heuristieken 2,w2,C0.110,vr,15
Bobby Veldhuis,Heuristieken 2,h1,A1.04,vr,13
Bobby Veldhuis,Collectieve Intelligentie,h2,C0.110,di,13
Nanette te Braak,Calculus 2,w3,A1.10,wo,11
Nanette te Braak,Moderne Databases,p2,B0.201,wo,9
Nanette te Braak,Moderne Databases,h1,C1.112,ma,13
Nanette te Braak,Compilerbouw,w1,C0.110,do,11
Nanette te Braak,Architectuur en computerorganisatie,h1,B0.201,ma,9
Nanette te Braak,Compilerbouw,h2,C0.110,di,9
Nanette te Braak,Architectuur en computerorganisatie,h2,A1.06,ma,11
Nanette te Braak,Compilerbouw,p2,A1.04,di,13
Nanette te Braak,Moderne Databases,w3,B0.201,ma,15
Nanette te Braak,Compilerbouw,h1,C0.110,di,11
Nanette te Braak,Calculus 2,h1,C0.110,ma,9
Jonah Teuben,Webprogrammeren en databases,p1,C1.112,di,15
Jonah Teuben,Bioinformatica,h2,C0.110,ma,13
Jonah Teuben,Bioinformatica,p2,A1.04,ma,15
Jonah Teuben,Webprogrammeren en databases,h2,C1.112,do,13
Jonah Teuben,Bioinformatica,h3,C1.112,ma,11
Jonah Teuben,Compilerbouw,h2,C0.110,di,9
Jonah Teuben,Webprogrammeren en databases,h1,A1.04,do,11
Jonah Teuben,Bioinformatica,w3,A1.04,wo,15
Jonah Teuben,Compilerbouw,w2,A1.04,vr,15
Jonah Teuben,Compilerbouw,p2,A1.04,di,13
Jonah Teuben,Compilerbouw,h1,C0.110,di,11
Jonah Teuben,Zoeken sturen en bewegen,p2,C1.112,wo,13
Jonah Teuben,Webprogrammeren en databases,w2,C0.110,do,9
Jonah Teuben,Bioinformatica,h1,A1.10,ma,9
Sverre Hoenderdos,Analysemethoden en -technieken,h1,A1.10,di,11
Marco Gilsing,Moderne Databases,p2,B0.201,wo,9
Marco Gilsing,Moderne Databases,h1,C1.112,ma,13
Marco Gilsing,Moderne Databases,w2,A1.08,di,11
Touraya van Lingen,Data Mining,h1,B0.201,wo,11
Touraya van Lingen,Data Mining,h2,C1.112,vr,11
Touraya van Lingen,Data Mining,p3,B0.201,do,13
Touraya van Lingen,Data Mining,w1,C1.112,vr,13
Abram van Mierlo,Webprogrammeren en databases,w1,C1.112,wo,11
Abram van Mierlo,Moderne Databases,h1,C1.112,ma,13
Abram van Mierlo,Webprogrammeren en databases,p3,A1.04,do,15
Abram van Mierlo,Software engineering,w2,A1.04,wo,13
Abram van Mierlo,Software engineering,h1,C0.110,ma,15
Abram van Mierlo,Webprogrammeren en databases,h2,C1.112,do,13
Abram van Mierlo,Architectuur en computerorganisatie,h1,B0.201,ma,9
Abram van Mierlo,Webprogrammeren en databases,h1,A1.04,do,11
Abram van Mierlo,Architectuur en computerorganisatie,h2,A1.06,ma,11
Abram van Mierlo,Moderne Databases,p1,A1.08,vr,9
Abram van Mierlo,Moderne Databases,w2,A1.08,di,11
Abram van Mierlo,Software engineering,p2,A1.04,do,9
Aya Woertman,Moderne Databases,h1,C1.112,ma,13
Aya Woertman,Informatie- en organisatieontwerp,h1,C1.112,ma,15
Aya Woertman,Technology for games,h1,C1.112,do,15
Aya Woertman,Collectieve Intelligentie,h3,C0.110,di,17
Aya Woertman,Informatie- en organisatieontwerp,p1,C0.110,vr,13
Aya Woertman,Collectieve Intelligentie,w1,A1.06,wo,15
Aya Woertman,Technology for games,h2,B0.201,vr,9
Aya Woertman,Informatie- en organisatieontwerp,h2,C0.110,ma,17
Aya Woertman,Heuristieken 1,w2,C0.110,vr,11
Aya Woertman,Collectieve Intelligentie,h1,C0.110,di,15
