Student,Vak,Activiteit,Zaal,Dag,Tijdslot
Lammigje van Loveren,Programmeren in Java 2,p5,A1.10,vr,11
Lammigje van Loveren,Machine Learning,h1,C1.112,di,15
Lammigje van Loveren,Databases 2,h1,A1.10,wo,11
Lammigje van Loveren,Compilerbouw,h1,C0.110,di,9
Lammigje van Loveren,Autonomous Agents 2,h2,A1.08,wo,15
Lammigje van Loveren,Autonomous Agents 2,p3,C0.110,wo,11
Lammigje van Loveren,Autonomous Agents 2,w1,A1.04,vr,13
Lammigje van Loveren,Compilerbouw,h2,C0.110,do,17
Lammigje van Loveren,Databases 2,w1,B0.201,do,15
Lammigje van Loveren,Compilerbouw,p2,A1.04,ma,13
Lammigje van Loveren,Autonomous Agents 2,h1,A1.04,do,13
Lammigje van Loveren,Machine Learning,h2,A1.04,di,15
Lammigje van Loveren,Compilerbouw,w2,C0.110,vr,17
Tarah Broerse,Lineaire Algebra,h1,C0.110,ma,11
Tarah Broerse,Autonomous Agents 2,h2,A1.08,wo,15
Tarah Broerse,Lineaire Algebra,h2,A1.08,ma,11
Tarah Broerse,Autonomous Agents 2,p2,C0.110,vr,9
Tarah Broerse,Autonomous Agents 2,h1,A1.04,do,13
Tarah Broerse,Autonomous Agents 2,w2,A1.04,vr,15
Herman Apeldoorn,Advanced Heuristics,p1,A1.06,do,9
Herman Apeldoorn,Advanced Heuristics,h1,C1.112,ma,13
Herman Apeldoorn,Heuristieken 2,h1,A1.10,ma,9
Herman Apeldoorn,Heuristieken 2,w1,A1.06,di,11
Ethan Broer,Algoritmen en complexiteit,h1,A1.06,di,9
Ethan Broer,Software engineering,w1,C1.112,do,11
Ethan Broer,Software engineering,p2,C0.110,wo,9
Ethan Broer,Kansrekenen 2,h1,A1.04,vr,11
Ethan Broer,Algoritmen en complexiteit,p1,A1.06,vr,9
Ethan Broer,Kansrekenen 2,h2,A1.06,ma,9
Ethan Broer,Algoritmen en complexiteit,w2,A1.04,ma,11
Ethan Broer,Software engineering,h1,C0.110,ma,15
Angle Berentsen,Algoritmen en complexiteit,w1,A1.06,vr,13
Angle Berentsen,Advanced Heuristics,p2,C0.110,do,13
Angle Berentsen,Algoritmen en complexiteit,h1,A1.06,di,9
Angle Berentsen,Advanced Heuristics,h1,C1.112,ma,13
Angle Berentsen,Reflectie op de digitale cultuur,h2,C0.110,wo,15
Angle Berentsen,Kansrekenen 2,h1,A1.04,vr,11
Angle Berentsen,Algoritmen en complexiteit,p1,A1.06,vr,9
Angle Berentsen,Kansrekenen 2,h2,A1.06,ma,9
Angle Berentsen,Reflectie op de digitale cultuur,w2,C1.112,di,13
Angle Berentsen,Reflectie op de digitale cultuur,h1,B0.201,ma,11
Ravi Bauer,Collectieve Intelligentie,h3,A1.08,ma,13
Ravi Bauer,Collectieve Intelligentie,h1,B0.201,do,9
Ravi Bauer,Collectieve Intelligentie,h2,B0.201,vr,13
Ravi Bauer,Netwerken en systeembeveiliging,p2,C0.110,wo,13
Ravi Bauer,Calculus 2,w1,A1.10,di,11
Ravi Bauer,Collectieve Intelligentie,p4,A1.08,wo,13
Ravi Bauer,Collectieve Intelligentie,w2,A1.06,ma,11
Ravi Bauer,Calculus 2,h1,B0.201,vr,15
Gonca Stroo,Programmeren in Java 2,p3,A1.06,wo,9
Fynn Krabbe,Netwerken en systeembeveiliging,p4,C0.110,do,15
Fynn Krabbe,Interactie-ontwerp,h1,C0.110,wo,17
Fynn Krabbe,Interactie-ontwerp,h2,C0.110,do,11
Levien Selten,Programmeren in Java 2,p5,A1.10,vr,11
Levien Selten,Calculus 2,w2,C1.112,do,15
Levien Selten,Kansrekenen 2,h1,A1.04,vr,11
Levien Selten,Kansrekenen 2,h2,A1.06,ma,9
Levien Selten,Calculus 2,h1,B0.201,vr,15
Chelly van der Doelen,Analysemethoden en -technieken,h1,B0.201,di,15
Chelly van der Doelen,Webprogrammeren en databases,w1,A1.10,vr,9
Chelly van der Doelen,Reflectie op de digitale cultuur,h2,C0.110,wo,15
Chelly van der Doelen,Webprogrammeren en databases,h1,A1.08,di,11
Chelly van der Doelen,Heuristieken 2,w1,A1.06,di,11
Chelly van der Doelen,Reflectie op de digitale cultuur,w2,C1.112,di,13
Chelly van der Doelen,Heuristieken 2,h1,A1.10,ma,9
Chelly van der Doelen,Webprogrammeren en databases,p1,A1.04,do,9
Chelly van der Doelen,Webprogrammeren en databases,h2,A1.04,wo,15
Chelly van der Doelen,Reflectie op de digitale cultuur,h1,B0.201,ma,11
Djura Kol,Bioinformatica,h1,C1.112,ma,11
Djura Kol,Reflectie op de digitale cultuur,w3,C0.110,di,17
Djura Kol,Bioinformatica,p3,B0.201,vr,11
Djura Kol,Technology for games,w1,A1.10,vr,13
Djura Kol,Moderne Databases,p2,A1.04,di,13
Djura Kol,Bioinformatica,w1,B0.201,di,9
Djura Kol,Technology for games,h1,B0.201,do,11
Djura Kol,Reflectie op de digitale cultuur,h1,B0.201,ma,11
Djura Kol,Reflectie op de digitale cultuur,h2,C0.110,wo,15
Djura Kol,Moderne Databases,h1,A1.06,do,11
Djura Kol,Moderne Databases,w1,B0.201,vr,9
Djura Kol,Bioinformatica,h2,A1.10,do,9
Djura Kol,Bioinformatica,h3,C1.112,wo,15
Djura Kol,Technology for games,h2,A1.08,vr,15
Jetty Haanstra,Calculus 2,h1,B0.201,vr,15
Jetty Haanstra,Calculus 2,w2,C1.112,do,15
Laurentia Cooijmans,Collectieve Intelligentie,h3,A1.08,ma,13
Laurentia Cooijmans,Calculus 2,w2,C1.112,do,15
Laurentia Cooijmans,Collectieve Intelligentie,p2,A1.08,do,13
Laurentia Cooijmans,Collectieve Intelligentie,h2,B0.201,vr,13
Laurentia Cooijmans,Calculus 2,h1,B0.201,vr,15
Laurentia Cooijmans,Collectieve Intelligentie,w2,A1.06,ma,11
Laurentia Cooijmans,Heuristieken 2,h1,A1.10,ma,9
Laurentia Cooijmans,Collectieve Intelligentie,h1,B0.201,do,9
Laurentia Cooijmans,Heuristieken 2,w1,A1.06,di,11
Rachell Smallegange,Software engineering,w2,C0.110,ma,17
Rachell Smallegange,Software engineering,h1,C0.110,ma,15
Rachell Smallegange,Software engineering,p1,A1.10,di,15
Yunus Westera,Machine Learning,h1,C1.112,di,15
Yunus Westera,Compilerbouw,h2,C0.110,do,17
Yunus Westera,Compilerbouw,p2,A1.04,ma,13
Yunus Westera,Machine Learning,h2,A1.04,di,15
Yunus Westera,Compilerbouw,w2,C0.110,vr,17
Yunus Westera,Compilerbouw,h1,C0.110,di,9
Mies Westra,Programmeren in Java 2,p5,A1.10,vr,11
Felien Uitslag,Analysemethoden en -technieken,h1,B0.201,di,15
Felien Uitslag,Collectieve Intelligentie,h3,A1.08,ma,13
Felien Uitslag,Collectieve Intelligentie,p3,A1.10,ma,11
Felien Uitslag,Databases 2,h1,A1.10,wo,11
Felien Uitslag,Collectieve Intelligentie,h2,B0.201,vr,13
Felien Uitslag,Databases 2,w1,B0.201,do,15
Felien Uitslag,Collectieve Intelligentie,w2,A1.06,ma,11
Felien Uitslag,Heuristieken 2,h1,A1.10,ma,9
Felien Uitslag,Collectieve Intelligentie,h1,B0.201,do,9
Felien Uitslag,Heuristieken 2,w1,A1.06,di,11
Touraya van Lingen,Data Mining,h2,C1.112,wo,13
Touraya van Lingen,Data Mining,h1,A1.10,do,15
Touraya van Lingen,Data Mining,w3,A1.08,ma,9
Touraya van Lingen,Data Mining,p1,C0.110,di,15
Maritte Gok,Moderne Databases,p3,A1.06,vr,11
Maritte Gok,Webprogrammeren en databases,h1,A1.08,di,11
Maritte Gok,Moderne Databases,w2,A1.10,di,13
Maritte Gok,Webprogrammeren en databases,h2,A1.04,wo,15
Maritte Gok,Heuristieken 2,h1,A1.10,ma,9
Maritte Gok,Software engineering,h1,C0.110,ma,15
Maritte Gok,Software engineering,w1,C1.112,do,11
Maritte Gok,Software engineering,p2,C0.110,wo,9
Maritte Gok,Moderne Databases,h1,A1.06,do,11
Maritte Gok,Webprogrammeren en databases,p2,C0.110,ma,9
Maritte Gok,Webprogrammeren en databases,w2,A1.08,wo,11
Maritte Gok,Heuristieken 2,w1,A1.06,di,11
Samyra Çetin,Bioinformatica,h1,C1.112,ma,11
Samyra Çetin,Reflectie op de digitale cultuur,h2,C0.110,wo,15
Samyra Çetin,Programmeren in Java 2,p6,A1.08,do,11
Samyra Çetin,Bioinformatica,h2,A1.10,do,9
Samyra Çetin,Bioinformatica,p1,C0.110,vr,15
Samyra Çetin,Reflectie op de digitale cultuur,w2,C1.112,di,13
Samyra Çetin,Bioinformatica,w3,A1.04,do,11
Samyra Çetin,Bioinformatica,h3,C1.112,wo,15
Samyra Çetin,Reflectie op de digitale cultuur,h1,B0.201,ma,11
Kavish Versteeg,Data Mining,h2,C1.112,wo,13
Kavish Versteeg,Heuristieken 1,w2,A1.06,ma,15
Kavish Versteeg,Technology for games,w2,A1.06,ma,13
Kavish Versteeg,Data Mining,h1,A1.10,do,15
Kavish Versteeg,Data Mining,w2,A1.08,di,9
Kavish Versteeg,Software engineering,p2,C0.110,wo,9
Kavish Versteeg,Heuristieken 1,h1,A1.04,do,15
Kavish Versteeg,Software engineering,w2,C0.110,ma,17
Kavish Versteeg,Data Mining,p1,C0.110,di,15
Kavish Versteeg,Software engineering,h1,C0.110,ma,15
Kavish Versteeg,Technology for games,h2,A1.08,vr,15
Kavish Versteeg,Technology for games,h1,B0.201,do,11
Myron Middel,Advanced Heuristics,p2,C0.110,do,13
Myron Middel,Advanced Heuristics,h1,C1.112,ma,13
Myron Middel,Architectuur en computerorganisatie,h2,C1.112,ma,15
Myron Middel,Architectuur en computerorganisatie,h1,C1.112,do,13
Sezen Kivits,Netwerken en systeembeveiliging,p2,C0.110,wo,13
Sezen Kivits,Zoeken sturen en bewegen,p1,A1.06,vr,15
Eyup Wesselman,Software engineering,w1,C1.112,do,11
Eyup Wesselman,Software engineering,h1,C0.110,ma,15
Eyup Wesselman,Software engineering,p1,A1.10,di,15
Herwin Ester,Bioinformatica,h1,C1.112,ma,11
Herwin Ester,Data Mining,h2,C1.112,wo,13
Herwin Ester,Bioinformatica,p2,B0.201,ma,9
Herwin Ester,Bioinformatica,w1,B0.201,di,9
Herwin Ester,Data Mining,w1,A1.08,wo,9
Herwin Ester,Data Mining,p3,A1.08,do,15
Herwin Ester,Autonomous Agents 2,h2,A1.08,wo,15
Herwin Ester,Data Mining,h1,A1.10,do,15
Herwin Ester,Autonomous Agents 2,w1,A1.04,vr,13
Herwin Ester,Bioinformatica,h2,A1.10,do,9
Herwin Ester,Autonomous Agents 2,h1,A1.04,do,13
Herwin Ester,Autonomous Agents 2,p1,A1.04,vr,9
Herwin Ester,Bioinformatica,h3,C1.112,wo,15
Giedo Planken,Kansrekenen 2,h2,A1.06,ma,9
Giedo Planken,Kansrekenen 2,h1,A1.04,vr,11
Javier Pruijmboom,Calculus 2,h1,B0.201,vr,15
Javier Pruijmboom,Calculus 2,w3,A1.10,vr,15
Chesney Autar,Moderne Databases,p3,A1.06,vr,11
Chesney Autar,Moderne Databases,w3,A1.06,wo,13
Chesney Autar,Moderne Databases,h1,A1.06,do,11
Lee Numan,Calculus 2,w2,C1.112,do,15
Lee Numan,Databases 2,h1,A1.10,wo,11
Lee Numan,Databases 2,w1,B0.201,do,15
Lee Numan,Calculus 2,h1,B0.201,vr,15
Buck Lantinga,Advanced Heuristics,p2,C0.110,do,13
Buck Lantinga,Zoeken sturen en bewegen,p3,B0.201,wo,13
Buck Lantinga,Collectieve Intelligentie,w4,A1.04,wo,13
Buck Lantinga,Technology for games,w1,A1.10,vr,13
Buck Lantinga,Interactie-ontwerp,h2,C0.110,do,11
Buck Lantinga,Collectieve Intelligentie,p1,C0.110,vr,13
Buck Lantinga,Technology for games,h1,B0.201,do,11
Buck Lantinga,Collectieve Intelligentie,h3,A1.08,ma,13
Buck Lantinga,Advanced Heuristics,h1,C1.112,ma,13
Buck Lantinga,Collectieve Intelligentie,h2,B0.201,vr,13
Buck Lantinga,Interactie-ontwerp,h1,C0.110,wo,17
Buck Lantinga,Collectieve Intelligentie,h1,B0.201,do,9
Buck Lantinga,Technology for games,h2,A1.08,vr,15
Ferhan van der Gulik,Moderne Databases,p2,A1.04,di,13
Ferhan van der Gulik,Moderne Databases,w3,A1.06,wo,13
Ferhan van der Gulik,Moderne Databases,h1,A1.06,do,11
Nassira Schoutens,Programmeren in Java 2,p1,A1.10,wo,15
Abdelouahid Cramer,Netwerken en systeembeveiliging,p2,C0.110,wo,13
Rahim Kienhuis,Programmeren in Java 2,p2,B0.201,ma,13
Rahim Kienhuis,Compilerbouw practicum,p3,C0.110,di,11
Rahim Kienhuis,Kansrekenen 2,h1,A1.04,vr,11
Rahim Kienhuis,Kansrekenen 2,h2,A1.06,ma,9
Richenel Giesen,Analysemethoden en -technieken,h1,B0.201,di,15
Antonetta Moeskops,Programmeren in Java 2,p5,A1.10,vr,11
Antonetta Moeskops,Machine Learning,h1,C1.112,di,15
Antonetta Moeskops,Machine Learning,h2,A1.04,di,15
Paulette van de Wardt,Reflectie op de digitale cultuur,w1,B0.201,wo,15
Paulette van de Wardt,Machine Learning,h1,C1.112,di,15
Paulette van de Wardt,Reflectie op de digitale cultuur,h2,C0.110,wo,15
Paulette van de Wardt,Kansrekenen 2,h1,A1.04,vr,11
Paulette van de Wardt,Kansrekenen 2,h2,A1.06,ma,9
Paulette van de Wardt,Machine Learning,h2,A1.04,di,15
Paulette van de Wardt,Reflectie op de digitale cultuur,h1,B0.201,ma,11
Cherissa Koudijs,Lineaire Algebra,h1,C0.110,ma,11
Cherissa Koudijs,Lineaire Algebra,h2,A1.08,ma,11
Raven Elissen,Bioinformatica,h1,C1.112,ma,11
Raven Elissen,Netwerken en systeembeveiliging,p4,C0.110,do,15
Raven Elissen,Bioinformatica,w2,A1.08,di,13
Raven Elissen,Bioinformatica,p2,B0.201,ma,9
Raven Elissen,Bioinformatica,h2,A1.10,do,9
Raven Elissen,Bioinformatica,h3,C1.112,wo,15
Renze Brink,Webprogrammeren en databases,w1,A1.10,vr,9
Renze Brink,Calculus 2,w2,C1.112,do,15
Renze Brink,Calculus 2,h1,B0.201,vr,15
Renze Brink,Kansrekenen 2,h1,A1.04,vr,11
Renze Brink,Webprogrammeren en databases,h1,A1.08,di,11
Renze Brink,Kansrekenen 2,h2,A1.06,ma,9
Renze Brink,Webprogrammeren en databases,p1,A1.04,do,9
Renze Brink,Webprogrammeren en databases,h2,A1.04,wo,15
Seyit Cleven,Heuristieken 2,h1,A1.10,ma,9
Seyit Cleven,Heuristieken 2,w1,A1.06,di,11
Rintje Dumoulin,Analysemethoden en -technieken,h1,B0.201,di,15
Brigitta Diallo,Algoritmen en complexiteit,p2,A1.10,wo,13
Brigitta Diallo,Algoritmen en complexiteit,w2,A1.04,ma,11
Brigitta Diallo,Software engineering,h1,C0.110,ma,15
Brigitta Diallo,Collectieve Intelligentie,h3,A1.08,ma,13
Brigitta Diallo,Data Mining,w1,A1.08,wo,9
Brigitta Diallo,Data Mining,h1,A1.10,do,15
Brigitta Diallo,Software engineering,w1,C1.112,do,11
Brigitta Diallo,Compilerbouw practicum,p1,C1.112,wo,11
Brigitta Diallo,Data Mining,p1,C0.110,di,15
Brigitta Diallo,Collectieve Intelligentie,p1,C0.110,vr,13
Brigitta Diallo,Data Mining,h2,C1.112,wo,13
Brigitta Diallo,Algoritmen en complexiteit,h1,A1.06,di,9
Brigitta Diallo,Software engineering,p1,A1.10,di,15
Brigitta Diallo,Collectieve Intelligentie,h2,B0.201,vr,13
Brigitta Diallo,Collectieve Intelligentie,w1,A1.08,vr,13
Brigitta Diallo,Collectieve Intelligentie,h1,B0.201,do,9
Christal Hoogerbrugge,Software engineering,p1,A1.10,di,15
Christal Hoogerbrugge,Webprogrammeren en databases,h1,A1.08,di,11
Christal Hoogerbrugge,Webprogrammeren en databases,p2,C0.110,ma,9
Christal Hoogerbrugge,Software engineering,w2,C0.110,ma,17
Christal Hoogerbrugge,Architectuur en computerorganisatie,h2,C1.112,ma,15
Christal Hoogerbrugge,Webprogrammeren en databases,w2,A1.08,wo,11
Christal Hoogerbrugge,Architectuur en computerorganisatie,h1,C1.112,do,13
Christal Hoogerbrugge,Software engineering,h1,C0.110,ma,15
Christal Hoogerbrugge,Webprogrammeren en databases,h2,A1.04,wo,15
Raja Tijhof,Reflectie op de digitale cultuur,w3,C0.110,di,17
Raja Tijhof,Reflectie op de digitale cultuur,h2,C0.110,wo,15
Raja Tijhof,Reflectie op de digitale cultuur,h1,B0.201,ma,11
Do?ukan Krikke,Compilerbouw practicum,p1,C1.112,wo,11
Sanne van Sleeuwen,Collectieve Intelligentie,h3,A1.08,ma,13
Sanne van Sleeuwen,Collectieve Intelligentie,h1,B0.201,do,9
Sanne van Sleeuwen,Collectieve Intelligentie,w3,A1.06,wo,11
Sanne van Sleeuwen,Collectieve Intelligentie,p2,A1.08,do,13
Sanne van Sleeuwen,Programmeren in Java 2,p1,A1.10,wo,15
Sanne van Sleeuwen,Collectieve Intelligentie,h2,B0.201,vr,13
Sanne van Sleeuwen,Technology for games,w1,A1.10,vr,13
Sanne van Sleeuwen,Technology for games,h2,A1.08,vr,15
Sanne van Sleeuwen,Technology for games,h1,B0.201,do,11
Anjana Bloemsma,Compilerbouw practicum,p1,C1.112,wo,11
Wichard Stienen,Lineaire Algebra,h1,C0.110,ma,11
Wichard Stienen,Calculus 2,h1,B0.201,vr,15
Wichard Stienen,Lineaire Algebra,h2,A1.08,ma,11
Wichard Stienen,Calculus 2,w3,A1.10,vr,15
Vivianne Buter,Heuristieken 1,w2,A1.06,ma,15
Vivianne Buter,Advanced Heuristics,p2,C0.110,do,13
Vivianne Buter,Calculus 2,w2,C1.112,do,15
Vivianne Buter,Heuristieken 1,h1,A1.04,do,15
Vivianne Buter,Calculus 2,h1,B0.201,vr,15
Vivianne Buter,Programmeren in Java 2,p2,B0.201,ma,13
Vivianne Buter,Advanced Heuristics,h1,C1.112,ma,13
Vivianne Buter,Project Numerical Recipes,p3,A1.06,wo,15
Kathryn de Jongste,Interactie-ontwerp,h1,C0.110,wo,17
Kathryn de Jongste,Interactie-ontwerp,h2,C0.110,do,11
Kathryn de Jongste,Project Numerical Recipes,p1,A1.10,ma,15
Enrico van Triest,Databases 2,h1,A1.10,wo,11
Enrico van Triest,Compilerbouw,h2,C0.110,do,17
Enrico van Triest,Databases 2,w1,B0.201,do,15
Enrico van Triest,Compilerbouw,p2,A1.04,ma,13
Enrico van Triest,Compilerbouw,w1,C1.112,ma,9
Enrico van Triest,Compilerbouw,h1,C0.110,di,9
Dorenda Malestein,Analysemethoden en -technieken,h1,B0.201,di,15
Dorenda Malestein,Lineaire Algebra,h1,C0.110,ma,11
Dorenda Malestein,Software engineering,w1,C1.112,do,11
Dorenda Malestein,Software engineering,p2,C0.110,wo,9
Dorenda Malestein,Kansrekenen 2,h1,A1.04,vr,11
Dorenda Malestein,Lineaire Algebra,h2,A1.08,ma,11
Dorenda Malestein,Kansrekenen 2,h2,A1.06,ma,9
Dorenda Malestein,Software engineering,h1,C0.110,ma,15
Kyan Jankie,Data Mining,h2,C1.112,wo,13
Kyan Jankie,Heuristieken 1,w2,A1.06,ma,15
Kyan Jankie,Data Mining,h1,A1.10,do,15
Kyan Jankie,Data Mining,w2,A1.08,di,9
Kyan Jankie,Heuristieken 1,h1,A1.04,do,15
Kyan Jankie,Data Mining,p2,A1.06,di,13
Belle Florijn,Heuristieken 1,h1,A1.04,do,15
Belle Florijn,Heuristieken 1,w2,A1.06,ma,15
Belle Florijn,Project Numerical Recipes,p2,C1.112,vr,9
Georgia van Rossem,Heuristieken 1,w1,A1.08,do,9
Georgia van Rossem,Heuristieken 1,h1,A1.04,do,15
Georgia van Rossem,Heuristieken 2,h1,A1.10,ma,9
Georgia van Rossem,Heuristieken 2,w1,A1.06,di,11
Bobby Veldhuis,Programmeren in Java 2,p4,A1.06,do,13
Bobby Veldhuis,Heuristieken 2,w2,B0.201,ma,15
Bobby Veldhuis,Webprogrammeren en databases,h1,A1.08,di,11
Bobby Veldhuis,Webprogrammeren en databases,h2,A1.04,wo,15
Bobby Veldhuis,Collectieve Intelligentie,w2,A1.06,ma,11
Bobby Veldhuis,Heuristieken 2,h1,A1.10,ma,9
Bobby Veldhuis,Webprogrammeren en databases,p1,A1.04,do,9
Bobby Veldhuis,Collectieve Intelligentie,h3,A1.08,ma,13
Bobby Veldhuis,Webprogrammeren en databases,w1,A1.10,vr,9
Bobby Veldhuis,Collectieve Intelligentie,h2,B0.201,vr,13
Bobby Veldhuis,Collectieve Intelligentie,p4,A1.08,wo,13
Bobby Veldhuis,Collectieve Intelligentie,h1,B0.201,do,9
Fransiscus Zagers,Webprogrammeren en databases,w1,A1.10,vr,9
Fransiscus Zagers,Webprogrammeren en databases,p2,C0.110,ma,9
Fransiscus Zagers,Kansrekenen 2,h1,A1.04,vr,11
Fransiscus Zagers,Webprogrammeren en databases,h1,A1.08,di,11
Fransiscus Zagers,Kansrekenen 2,h2,A1.06,ma,9
Fransiscus Zagers,Webprogrammeren en databases,h2,A1.04,wo,15
Nika van Baaren,Analysemethoden en -technieken,h1,B0.201,di,15
Nika van Baaren,Netwerken en systeembeveiliging,p4,C0.110,do,15
Nika van Baaren,Project Genetic Algorithms,p3,A1.08,vr,9
Nika van Baaren,Reflectie op de digitale cultuur,h2,C0.110,wo,15
Nika van Baaren,Reflectie op de digitale cultuur,w2,C1.112,di,13
Nika van Baaren,Reflectie op de digitale cultuur,h1,B0.201,ma,11
Tjesse Voesten,Heuristieken 1,w2,A1.06,ma,15
Tjesse Voesten,Reflectie op de digitale cultuur,h2,C0.110,wo,15
Tjesse Voesten,Zoeken sturen en bewegen,p3,B0.201,wo,13
