Student,Vak,Activiteit,Zaal,Dag,Tijdslot
Devlin Bronsema,Informatie- en organisatieontwerp,h2,A1.06,do,15
Devlin Bronsema,Informatie- en organisatieontwerp,h1,C0.110,di,9
Devlin Bronsema,Informatie- en organisatieontwerp,p2,A1.08,do,15
Kamiel Vinken,Analysemethoden en -technieken,h1,C0.110,ma,9
Ycel van Kasteel,Calculus 2,w3,A1.10,ma,11
Ycel van Kasteel,Software engineering,w2,A1.08,wo,9
Ycel van Kasteel,Software engineering,p2,C0.110,di,17
Ycel van Kasteel,Zoeken sturen en bewegen,p1,A1.08,do,11
Ycel van Kasteel,Software engineering,h1,A1.10,do,15
Ycel van Kasteel,Calculus 2,h1,A1.10,di,9
Evi Appel,Collectieve Intelligentie,p1,C1.112,do,9
Evi Appel,Collectieve Intelligentie,w2,A1.06,ma,11
Evi Appel,Collectieve Intelligentie,h3,A1.06,di,13
Evi Appel,Collectieve Intelligentie,h1,B0.201,ma,9
Evi Appel,Collectieve Intelligentie,h2,A1.06,di,15
Johannes van der Plaats,Webprogrammeren en databases,h1,C1.112,wo,13
Johannes van der Plaats,Webprogrammeren en databases,p1,C1.112,wo,9
Johannes van der Plaats,Webprogrammeren en databases,h2,C1.112,do,13
Johannes van der Plaats,Programmeren in Java 2,p3,B0.201,di,11
Johannes van der Plaats,Webprogrammeren en databases,w2,A1.06,do,13
Noelle Melis,Project Genetic Algorithms,p1,A1.04,ma,11
Bodie Metselaar,Compilerbouw,p1,B0.201,do,15
Bodie Metselaar,Bioinformatica,p2,C1.112,vr,9
Bodie Metselaar,Bioinformatica,h2,A1.04,do,15
Bodie Metselaar,Bioinformatica,w1,A1.04,vr,9
Bodie Metselaar,Compilerbouw,w1,A1.10,wo,15
Bodie Metselaar,Bioinformatica,h1,C1.112,vr,15
Bodie Metselaar,Bioinformatica,h3,C0.110,vr,17
Bodie Metselaar,Compilerbouw,h1,C0.110,vr,15
Bodie Metselaar,Compilerbouw,h2,C0.110,vr,13
Bodie Metselaar,Project Genetic Algorithms,p3,B0.201,ma,15
Anne-Jan van Waardenburg,Databases 2,w1,A1.06,vr,13
Anne-Jan van Waardenburg,Databases 2,h1,A1.08,ma,13
Anne-Jan van Waardenburg,Netwerken en systeembeveiliging,p1,A1.08,di,9
Silvie Thoma,Compilerbouw practicum,p2,A1.10,ma,15
Silvie Thoma,Collectieve Intelligentie,w1,B0.201,vr,11
Silvie Thoma,Collectieve Intelligentie,h3,A1.06,di,13
Silvie Thoma,Collectieve Intelligentie,h1,B0.201,ma,9
Silvie Thoma,Collectieve Intelligentie,h2,A1.06,di,15
Silvie Thoma,Collectieve Intelligentie,p3,A1.08,di,11
Djamilla Wesselink,Calculus 2,w1,A1.04,vr,15
Djamilla Wesselink,Zoeken sturen en bewegen,p1,A1.08,do,11
Djamilla Wesselink,Kansrekenen 2,h2,A1.06,do,9
Djamilla Wesselink,Calculus 2,h1,A1.10,di,9
Djamilla Wesselink,Kansrekenen 2,h1,A1.08,vr,13
Neele Veeke,Moderne Databases,p1,A1.10,wo,9
Neele Veeke,Moderne Databases,w3,C0.110,do,15
Neele Veeke,Moderne Databases,h1,C0.110,do,11
Frederikus Wullink,Analysemethoden en -technieken,h1,C0.110,ma,9
Frederikus Wullink,Calculus 2,w3,A1.10,ma,11
Frederikus Wullink,Calculus 2,h1,A1.10,di,9
Sayfeddine Wolswijk,Webprogrammeren en databases,h1,C1.112,wo,13
Sayfeddine Wolswijk,Webprogrammeren en databases,p2,C0.110,do,13
Sayfeddine Wolswijk,Webprogrammeren en databases,h2,C1.112,do,13
Sayfeddine Wolswijk,Webprogrammeren en databases,w2,A1.06,do,13
Eyup Milder,Calculus 2,w3,A1.10,ma,11
Eyup Milder,Calculus 2,h1,A1.10,di,9
Minoesch Scheltema,Analysemethoden en -technieken,h1,C0.110,ma,9
Minoesch Scheltema,Software engineering,p2,C0.110,di,17
Minoesch Scheltema,Software engineering,w1,A1.06,di,9
Minoesch Scheltema,Software engineering,h1,A1.10,do,15
Minoesch Scheltema,Calculus 2,h1,A1.10,di,9
Minoesch Scheltema,Calculus 2,w1,A1.04,vr,15
Leo van Amerongen,Programmeren in Java 2,p4,A1.04,vr,13
Vincentius Pater,Interactie-ontwerp,h2,C0.110,wo,15
Vincentius Pater,Heuristieken 2,w2,A1.08,wo,15
Vincentius Pater,Algoritmen en complexiteit,w2,B0.201,wo,11
Vincentius Pater,Heuristieken 2,h1,C0.110,ma,17
Vincentius Pater,Algoritmen en complexiteit,h1,C1.112,ma,11
Vincentius Pater,Algoritmen en complexiteit,p1,A1.06,di,11
Vincentius Pater,Interactie-ontwerp,h1,C0.110,di,11
Saif Sikking,Software engineering,h1,A1.10,do,15
Saif Sikking,Software engineering,p2,C0.110,di,17
Saif Sikking,Software engineering,w2,A1.08,wo,9
Renco van Weel,Software engineering,p1,C0.110,ma,15
Renco van Weel,Software engineering,w1,A1.06,di,9
Renco van Weel,Technology for games,h2,C1.112,do,11
Renco van Weel,Project Numerical Recipes,p3,C1.112,di,15
Renco van Weel,Software engineering,h1,A1.10,do,15
Renco van Weel,Kansrekenen 2,h2,A1.06,do,9
Renco van Weel,Technology for games,h1,C1.112,di,13
Renco van Weel,Technology for games,w1,C0.110,vr,9
Renco van Weel,Kansrekenen 2,h1,A1.08,vr,13
Loulou Panman,Calculus 2,w3,A1.10,ma,11
Loulou Panman,Calculus 2,h1,A1.10,di,9
Marco Bloemert,Collectieve Intelligentie,p1,C1.112,do,9
Marco Bloemert,Collectieve Intelligentie,w1,B0.201,vr,11
Marco Bloemert,Collectieve Intelligentie,h3,A1.06,di,13
Marco Bloemert,Collectieve Intelligentie,h1,B0.201,ma,9
Marco Bloemert,Collectieve Intelligentie,h2,A1.06,di,15
Eyup Wesselman,Software engineering,h1,A1.10,do,15
Eyup Wesselman,Software engineering,p2,C0.110,di,17
Eyup Wesselman,Software engineering,w1,A1.06,di,9
Tevfik Rothuizen,Software engineering,p2,C0.110,di,17
Tevfik Rothuizen,Software engineering,w1,A1.06,di,9
Tevfik Rothuizen,Algoritmen en complexiteit,w1,A1.08,vr,15
Tevfik Rothuizen,Netwerken en systeembeveiliging,p4,A1.10,vr,9
Tevfik Rothuizen,Algoritmen en complexiteit,h1,C1.112,ma,11
Tevfik Rothuizen,Software engineering,h1,A1.10,do,15
Tevfik Rothuizen,Algoritmen en complexiteit,p1,A1.06,di,11
Everhard Curvers,Informatie- en organisatieontwerp,p1,A1.06,wo,11
Everhard Curvers,Informatie- en organisatieontwerp,w1,A1.06,do,11
Everhard Curvers,Informatie- en organisatieontwerp,h2,A1.06,do,15
Everhard Curvers,Informatie- en organisatieontwerp,h1,C0.110,di,9
Herwin Ester,Data Mining,h1,A1.06,wo,9
Herwin Ester,Data Mining,p2,A1.04,ma,9
Herwin Ester,Bioinformatica,h3,C0.110,vr,17
Herwin Ester,Autonomous Agents 2,w1,B0.201,vr,15
Herwin Ester,Bioinformatica,p2,C1.112,vr,9
Herwin Ester,Data Mining,h2,A1.06,wo,13
Herwin Ester,Bioinformatica,h2,A1.04,do,15
Herwin Ester,Autonomous Agents 2,h1,A1.08,ma,11
Herwin Ester,Bioinformatica,h1,C1.112,vr,15
Herwin Ester,Autonomous Agents 2,p2,A1.10,di,13
Herwin Ester,Autonomous Agents 2,h2,C1.112,wo,15
Herwin Ester,Data Mining,w3,A1.06,vr,9
Herwin Ester,Bioinformatica,w3,A1.04,di,9
Maruschka Doppenberg,Netwerken en systeembeveiliging,p2,A1.10,ma,13
Abdeslam Ridderhof,Programmeren in Java 2,p6,C0.110,ma,11
Abdeslam Ridderhof,Calculus 2,w2,B0.201,di,9
Abdeslam Ridderhof,Calculus 2,h1,A1.10,di,9
Marck Wijngaarden,Moderne Databases,w2,B0.201,vr,9
Marck Wijngaarden,Collectieve Intelligentie,w4,B0.201,do,13
Marck Wijngaarden,Reflectie op de digitale cultuur,w2,A1.04,do,11
Marck Wijngaarden,Moderne Databases,p2,A1.04,wo,13
Marck Wijngaarden,Collectieve Intelligentie,h3,A1.06,di,13
Marck Wijngaarden,Collectieve Intelligentie,h1,B0.201,ma,9
Marck Wijngaarden,Collectieve Intelligentie,h2,A1.06,di,15
Marck Wijngaarden,Databases 2,h1,A1.08,ma,13
Marck Wijngaarden,Reflectie op de digitale cultuur,h2,A1.08,wo,13
Marck Wijngaarden,Moderne Databases,h1,C0.110,do,11
Marck Wijngaarden,Collectieve Intelligentie,p2,C0.110,di,15
Marck Wijngaarden,Databases 2,w1,A1.06,vr,13
Marck Wijngaarden,Reflectie op de digitale cultuur,h1,A1.06,vr,15
Skye Tas,Moderne Databases,h1,C0.110,do,11
Skye Tas,Kansrekenen 2,h2,A1.06,do,9
Skye Tas,Moderne Databases,p2,A1.04,wo,13
Skye Tas,Databases 2,h1,A1.08,ma,13
Skye Tas,Moderne Databases,w3,C0.110,do,15
Skye Tas,Kansrekenen 2,h1,A1.08,vr,13
Skye Tas,Databases 2,w2,C0.110,di,13
Florus Holtkamp,Analysemethoden en -technieken,h1,C0.110,ma,9
Florus Holtkamp,Programmeren in Java 2,p1,A1.04,wo,11
Hanan Lathouwers,Bioinformatica,p2,C1.112,vr,9
Hanan Lathouwers,Bioinformatica,h2,A1.04,do,15
Hanan Lathouwers,Software engineering,p2,C0.110,di,17
Hanan Lathouwers,Software engineering,w2,A1.08,wo,9
Hanan Lathouwers,Bioinformatica,h1,C1.112,vr,15
Hanan Lathouwers,Bioinformatica,h3,C0.110,vr,17
Hanan Lathouwers,Project Numerical Recipes,p3,C1.112,di,15
Hanan Lathouwers,Software engineering,h1,A1.10,do,15
Hanan Lathouwers,Bioinformatica,w3,A1.04,di,9
Hanan Lathouwers,Compilerbouw practicum,p3,A1.04,di,15
Fynn Krabbe,Interactie-ontwerp,h2,C0.110,wo,15
Fynn Krabbe,Netwerken en systeembeveiliging,p4,A1.10,vr,9
Fynn Krabbe,Interactie-ontwerp,h1,C0.110,di,11
Danique Knibbe,Analysemethoden en -technieken,h1,C0.110,ma,9
Danique Knibbe,Autonomous Agents 2,w2,A1.08,ma,15
Danique Knibbe,Autonomous Agents 2,h1,A1.08,ma,11
Danique Knibbe,Autonomous Agents 2,p2,A1.10,di,13
Danique Knibbe,Heuristieken 2,h1,C0.110,ma,17
Danique Knibbe,Autonomous Agents 2,h2,C1.112,wo,15
Danique Knibbe,Heuristieken 2,w1,A1.04,wo,15
Danique Knibbe,Lineaire Algebra,h1,B0.201,wo,13
Danique Knibbe,Calculus 2,h1,A1.10,di,9
Danique Knibbe,Lineaire Algebra,h2,C0.110,do,9
Danique Knibbe,Calculus 2,w2,B0.201,di,9
Agelo van der Meer,Algoritmen en complexiteit,p2,A1.04,di,11
Agelo van der Meer,Algoritmen en complexiteit,w1,A1.08,vr,15
Agelo van der Meer,Algoritmen en complexiteit,h1,C1.112,ma,11
Agelo van der Meer,Programmeren in Java 2,p5,A1.10,wo,13
Agelo van der Meer,Informatie- en organisatieontwerp,w1,A1.06,do,11
Agelo van der Meer,Informatie- en organisatieontwerp,h2,A1.06,do,15
Agelo van der Meer,Informatie- en organisatieontwerp,h1,C0.110,di,9
Agelo van der Meer,Informatie- en organisatieontwerp,p2,A1.08,do,15
Emrah Schrama,Heuristieken 1,h1,B0.201,vr,13
Emrah Schrama,Technology for games,h2,C1.112,do,11
Emrah Schrama,Autonomous Agents 2,w1,B0.201,vr,15
Emrah Schrama,Technology for games,h1,C1.112,di,13
Emrah Schrama,Informatie- en organisatieontwerp,w1,A1.06,do,11
Emrah Schrama,Informatie- en organisatieontwerp,h2,A1.06,do,15
Emrah Schrama,Technology for games,w2,A1.08,vr,11
Emrah Schrama,Autonomous Agents 2,h1,A1.08,ma,11
Emrah Schrama,Informatie- en organisatieontwerp,p1,A1.06,wo,11
Emrah Schrama,Autonomous Agents 2,p2,A1.10,di,13
Emrah Schrama,Netwerken en systeembeveiliging,p2,A1.10,ma,13
Emrah Schrama,Heuristieken 1,w1,A1.06,ma,15
Emrah Schrama,Autonomous Agents 2,h2,C1.112,wo,15
Emrah Schrama,Informatie- en organisatieontwerp,h1,C0.110,di,9
Yde Christiaens,Bioinformatica,h3,C0.110,vr,17
Yde Christiaens,Kansrekenen 2,h2,A1.06,do,9
Yde Christiaens,Databases 2,h1,A1.08,ma,13
Yde Christiaens,Databases 2,w2,C0.110,di,13
Yde Christiaens,Bioinformatica,h2,A1.04,do,15
Yde Christiaens,Bioinformatica,p3,C0.110,ma,13
Yde Christiaens,Bioinformatica,w1,A1.04,vr,9
Yde Christiaens,Bioinformatica,h1,C1.112,vr,15
Yde Christiaens,Programmeren in Java 2,p2,A1.08,vr,9
Yde Christiaens,Calculus 2,w2,B0.201,di,9
Yde Christiaens,Calculus 2,h1,A1.10,di,9
Yde Christiaens,Kansrekenen 2,h1,A1.08,vr,13
Silvy Schrauwen,Moderne Databases,w2,B0.201,vr,9
Silvy Schrauwen,Reflectie op de digitale cultuur,w1,B0.201,ma,11
Silvy Schrauwen,Reflectie op de digitale cultuur,h2,A1.08,wo,13
Silvy Schrauwen,Moderne Databases,h1,C0.110,do,11
Silvy Schrauwen,Netwerken en systeembeveiliging,p1,A1.08,di,9
Silvy Schrauwen,Moderne Databases,p2,A1.04,wo,13
Silvy Schrauwen,Programmeren in Java 2,p2,A1.08,vr,9
Silvy Schrauwen,Reflectie op de digitale cultuur,h1,A1.06,vr,15
Theadora Besemer,Data Mining,h1,A1.06,wo,9
Theadora Besemer,Data Mining,h2,A1.06,wo,13
Theadora Besemer,Data Mining,p1,A1.04,wo,9
Theadora Besemer,Data Mining,w2,A1.08,do,9
Leida van de Ridder,Reflectie op de digitale cultuur,w1,B0.201,ma,11
Leida van de Ridder,Bioinformatica,h3,C0.110,vr,17
Leida van de Ridder,Programmeren in Java 2,p4,A1.04,vr,13
Leida van de Ridder,Bioinformatica,p2,C1.112,vr,9
Leida van de Ridder,Bioinformatica,h2,A1.04,do,15
Leida van de Ridder,Reflectie op de digitale cultuur,h2,A1.08,wo,13
Leida van de Ridder,Bioinformatica,w1,A1.04,vr,9
Leida van de Ridder,Bioinformatica,h1,C1.112,vr,15
Leida van de Ridder,Calculus 2,h1,A1.10,di,9
Leida van de Ridder,Calculus 2,w1,A1.04,vr,15
Leida van de Ridder,Reflectie op de digitale cultuur,h1,A1.06,vr,15
Raven Elissen,Bioinformatica,h2,A1.04,do,15
Raven Elissen,Bioinformatica,p3,C0.110,ma,13
Raven Elissen,Netwerken en systeembeveiliging,p1,A1.08,di,9
Raven Elissen,Bioinformatica,h1,C1.112,vr,15
Raven Elissen,Bioinformatica,h3,C0.110,vr,17
Raven Elissen,Bioinformatica,w2,A1.10,do,11
Yuri van Mourik,Webprogrammeren en databases,p1,C1.112,wo,9
Yuri van Mourik,Webprogrammeren en databases,h1,C1.112,wo,13
Yuri van Mourik,Software engineering,p2,C0.110,di,17
Yuri van Mourik,Webprogrammeren en databases,h2,C1.112,do,13
Yuri van Mourik,Bioinformatica,h3,C0.110,vr,17
Yuri van Mourik,Bioinformatica,h2,A1.04,do,15
Yuri van Mourik,Bioinformatica,p1,A1.04,di,13
Yuri van Mourik,Bioinformatica,w1,A1.04,vr,9
Yuri van Mourik,Software engineering,w2,A1.08,wo,9
Yuri van Mourik,Bioinformatica,h1,C1.112,vr,15
Yuri van Mourik,Webprogrammeren en databases,w1,A1.10,vr,11
Yuri van Mourik,Software engineering,h1,A1.10,do,15
Seyit Cleven,Heuristieken 2,h1,C0.110,ma,17
Seyit Cleven,Heuristieken 2,w1,A1.04,wo,15
Winfried Doeve,Project Numerical Recipes,p3,C1.112,di,15
Christiaan van Zon,Lineaire Algebra,h1,B0.201,wo,13
Christiaan van Zon,Lineaire Algebra,h2,C0.110,do,9
Seval van Leussen,Reflectie op de digitale cultuur,w2,A1.04,do,11
Seval van Leussen,Reflectie op de digitale cultuur,h1,A1.06,vr,15
Seval van Leussen,Reflectie op de digitale cultuur,h2,A1.08,wo,13
Federico Levels,Compilerbouw,w2,C0.110,wo,17
Federico Levels,Compilerbouw,h1,C0.110,vr,15
Federico Levels,Moderne Databases,h1,C0.110,do,11
Federico Levels,Compilerbouw practicum,p1,C0.110,wo,11
Federico Levels,Moderne Databases,p2,A1.04,wo,13
Federico Levels,Moderne Databases,w3,C0.110,do,15
Federico Levels,Compilerbouw,h2,C0.110,vr,13
Federico Levels,Compilerbouw,p1,B0.201,do,15
Christoffel 't Jong,Calculus 2,w3,A1.10,ma,11
Christoffel 't Jong,Programmeren in Java 2,p1,A1.04,wo,11
Christoffel 't Jong,Moderne Databases,w2,B0.201,vr,9
Christoffel 't Jong,Moderne Databases,p3,B0.201,do,9
Christoffel 't Jong,Moderne Databases,h1,C0.110,do,11
Christoffel 't Jong,Calculus 2,h1,A1.10,di,9
Mitzi Corten,Compilerbouw,w1,A1.10,wo,15
Mitzi Corten,Compilerbouw,h1,C0.110,vr,15
Mitzi Corten,Compilerbouw,h2,C0.110,vr,13
Mitzi Corten,Compilerbouw,p1,B0.201,do,15
Esme Karim,Reflectie op de digitale cultuur,w1,B0.201,ma,11
Esme Karim,Machine Learning,h1,B0.201,ma,13
Esme Karim,Reflectie op de digitale cultuur,h2,A1.08,wo,13
Esme Karim,Project Numerical Recipes,p1,A1.06,ma,13
Esme Karim,Reflectie op de digitale cultuur,h1,A1.06,vr,15
Esme Karim,Kansrekenen 2,h2,A1.06,do,9
Esme Karim,Machine Learning,h2,A1.04,vr,11
Esme Karim,Kansrekenen 2,h1,A1.08,vr,13
Enrique van den Born,Compilerbouw practicum,p2,A1.10,ma,15
Enrique van den Born,Informatie- en organisatieontwerp,p1,A1.06,wo,11
Enrique van den Born,Technology for games,h2,C1.112,do,11
Enrique van den Born,Technology for games,h1,C1.112,di,13
Enrique van den Born,Technology for games,w1,C0.110,vr,9
Enrique van den Born,Informatie- en organisatieontwerp,w2,A1.10,wo,11
Enrique van den Born,Informatie- en organisatieontwerp,h2,A1.06,do,15
Enrique van den Born,Informatie- en organisatieontwerp,h1,C0.110,di,9
Rochelle Thielen,Programmeren in Java 2,p4,A1.04,vr,13
Rochelle Thielen,Kansrekenen 2,h2,A1.06,do,9
Rochelle Thielen,Kansrekenen 2,h1,A1.08,vr,13
Olof Tap,Programmeren in Java 2,p6,C0.110,ma,11
Ferhan van der Gulik,Moderne Databases,p1,A1.10,wo,9
Ferhan van der Gulik,Moderne Databases,w3,C0.110,do,15
Ferhan van der Gulik,Moderne Databases,h1,C0.110,do,11
Maris Wielenga,Calculus 2,h1,A1.10,di,9
Maris Wielenga,Calculus 2,w1,A1.04,vr,15
Kenan Spronck,Compilerbouw practicum,p2,A1.10,ma,15
Marrie Bekker,Calculus 2,w3,A1.10,ma,11
Marrie Bekker,Zoeken sturen en bewegen,p2,C1.112,di,11
Marrie Bekker,Collectieve Intelligentie,p4,A1.10,do,9
Marrie Bekker,Collectieve Intelligentie,h3,A1.06,di,13
Marrie Bekker,Collectieve Intelligentie,h1,B0.201,ma,9
Marrie Bekker,Collectieve Intelligentie,h2,A1.06,di,15
Marrie Bekker,Netwerken en systeembeveiliging,p1,A1.08,di,9
Marrie Bekker,Collectieve Intelligentie,w1,B0.201,vr,11
Marrie Bekker,Calculus 2,h1,A1.10,di,9
Rivelino Goor,Data Mining,p3,A1.08,wo,11
Rivelino Goor,Data Mining,h1,A1.06,wo,9
Rivelino Goor,Data Mining,h2,A1.06,wo,13
Rivelino Goor,Data Mining,w2,A1.08,do,9
Patric Geluk,Webprogrammeren en databases,h1,C1.112,wo,13
Patric Geluk,Webprogrammeren en databases,p2,C0.110,do,13
Patric Geluk,Webprogrammeren en databases,h2,C1.112,do,13
Patric Geluk,Webprogrammeren en databases,w1,A1.10,vr,11
Marilene van Santen,Webprogrammeren en databases,p2,C0.110,do,13
Marilene van Santen,Webprogrammeren en databases,h1,C1.112,wo,13
Marilene van Santen,Webprogrammeren en databases,h2,C1.112,do,13
Marilene van Santen,Webprogrammeren en databases,w1,A1.10,vr,11
Marilene van Santen,Lineaire Algebra,h1,B0.201,wo,13
Marilene van Santen,Lineaire Algebra,h2,C0.110,do,9
Jarik Blikman,Data Mining,h1,A1.06,wo,9
Jarik Blikman,Data Mining,p2,A1.04,ma,9
Jarik Blikman,Bioinformatica,h3,C0.110,vr,17
Jarik Blikman,Netwerken en systeembeveiliging,p4,A1.10,vr,9
Jarik Blikman,Interactie-ontwerp,h1,C0.110,di,11
Jarik Blikman,Interactie-ontwerp,h2,C0.110,wo,15
Jarik Blikman,Bioinformatica,p2,C1.112,vr,9
Jarik Blikman,Data Mining,h2,A1.06,wo,13
Jarik Blikman,Bioinformatica,h2,A1.04,do,15
Jarik Blikman,Bioinformatica,h1,C1.112,vr,15
Jarik Blikman,Heuristieken 2,h1,C0.110,ma,17
Jarik Blikman,Data Mining,w3,A1.06,vr,9
Jarik Blikman,Bioinformatica,w3,A1.04,di,9
Jarik Blikman,Heuristieken 2,w1,A1.04,wo,15
Dingenus Loeffen,Netwerken en systeembeveiliging,p1,A1.08,di,9
Maurice Lima,Compilerbouw practicum,p2,A1.10,ma,15
Maurice Lima,Project Genetic Algorithms,p2,C1.112,vr,13
Lamia Mok,Software engineering,p2,C0.110,di,17
Lamia Mok,Software engineering,w1,A1.06,di,9
Lamia Mok,Software engineering,h1,A1.10,do,15
Lamia Mok,Kansrekenen 2,h2,A1.06,do,9
Lamia Mok,Kansrekenen 2,h1,A1.08,vr,13
Lamia Mok,Project Numerical Recipes,p2,A1.08,ma,9
Marije de Vreeze,Programmeren in Java 2,p3,B0.201,di,11
Marije de Vreeze,Collectieve Intelligentie,w2,A1.06,ma,11
Marije de Vreeze,Collectieve Intelligentie,p2,C0.110,di,15
Marije de Vreeze,Collectieve Intelligentie,h3,A1.06,di,13
Marije de Vreeze,Collectieve Intelligentie,h1,B0.201,ma,9
Marije de Vreeze,Collectieve Intelligentie,h2,A1.06,di,15
Lorraine Rijkens,Databases 2,h1,A1.08,ma,13
Lorraine Rijkens,Databases 2,w1,A1.06,vr,13
Stephano Popma,Compilerbouw,w2,C0.110,wo,17
Stephano Popma,Architectuur en computerorganisatie,h1,A1.06,ma,9
Stephano Popma,Compilerbouw,h1,C0.110,vr,15
Stephano Popma,Compilerbouw,p2,C1.112,ma,13
Stephano Popma,Databases 2,h1,A1.08,ma,13
Stephano Popma,Architectuur en computerorganisatie,h2,A1.04,ma,13
Stephano Popma,Compilerbouw,h2,C0.110,vr,13
Stephano Popma,Databases 2,w2,C0.110,di,13
Rayn Bolding,Moderne Databases,p1,A1.10,wo,9
Rayn Bolding,Moderne Databases,w3,C0.110,do,15
Rayn Bolding,Moderne Databases,h1,C0.110,do,11
Benjamin Arendse,Webprogrammeren en databases,h1,C1.112,wo,13
Benjamin Arendse,Webprogrammeren en databases,p2,C0.110,do,13
Benjamin Arendse,Webprogrammeren en databases,h2,C1.112,do,13
Benjamin Arendse,Webprogrammeren en databases,w1,A1.10,vr,11
Elske van Suijlekom,Moderne Databases,w1,C1.112,ma,15
Elske van Suijlekom,Heuristieken 1,h1,B0.201,vr,13
Elske van Suijlekom,Technology for games,w2,A1.08,vr,11
Elske van Suijlekom,Technology for games,h2,C1.112,do,11
Elske van Suijlekom,Moderne Databases,h1,C0.110,do,11
Elske van Suijlekom,Technology for games,h1,C1.112,di,13
Elske van Suijlekom,Moderne Databases,p2,A1.04,wo,13
Elske van Suijlekom,Heuristieken 1,w1,A1.06,ma,15
